user_id,year,genre,playtime
76561198058193255,2013,Indie,180
76561198058193255,2013,Simulation,180
76561198058206554,2014,Action,484
76561198058206554,2014,Rpg,484
76561198058220261,2014,Action,833
76561198058220261,2015,Action,833
76561198058230663,2014,Action,1698
76561198058230663,2015,Action,2264
76561198058241886,2014,Action,332
76561198058247995,2014,Action,258
76561198058247995,2015,Action,258
76561198058249600,2014,Indie,20845
76561198058249600,2014,Simulation,20845
76561198058251735,2015,Action,723
76561198058253719,2014,Action,480
76561198058253719,2015,Action,480
76561198058267330,2014,Action,73625
76561198058303184,2012,Action,0
76561198058303184,2012,Adventure,0
76561198058303184,2014,Action,0
76561198058303184,2014,Adventure,0
76561198058315559,2015,Indie,3411
76561198058315559,2015,Simulation,3411
76561198058323070,2014,Indie,154
76561198058323070,2014,Strategy,154
76561198058324609,2013,Action,218
76561198058324609,2015,Action,218
76561198058329541,2014,Rpg,0
76561198058332089,2012,Action,0
76561198058332089,2013,Action,0
76561198058332089,2014,Action,0
76561198058362985,2014,Indie,1675
76561198058362985,2014,Simulation,1675
76561198058364847,2014,Action,0
76561198058373434,2015,Action,260
76561198058405866,2013,Indie,13445
76561198058405866,2013,Simulation,13445
76561198058405866,2015,Indie,40335
76561198058405866,2015,Simulation,40335
76561198058412282,2015,Action,1
76561198058418029,2014,Action,921
76561198058418029,2015,Action,614
76561198058442636,2014,Indie,1349
76561198058442636,2014,Simulation,1349
76561198058446310,2013,Action,4407
76561198058446310,2014,Action,2938
76561198058454220,2015,Action,1534
76561198058455791,2014,Strategy,88
76561198058456895,2013,Action,63
76561198058473103,2014,Action,228
76561198058473103,2015,Action,152
76561198058473124,2014,Indie,1165
76561198058473124,2014,Simulation,1165
76561198058473246,2013,Action,279
76561198058473246,2014,Action,279
76561198058473768,2015,Indie,47333
76561198058473768,2015,Simulation,47333
76561198058473959,2014,Action,232
76561198058477537,2015,Indie,299
76561198058477537,2015,Simulation,299
76561198058487500,2014,Strategy,292
76561198058487500,2015,Strategy,292
76561198058507679,2014,Action,43
76561198058507679,2015,Action,86
76561198058517789,2014,Action,357
76561198058535518,2014,Action,7
76561198058535518,2015,Action,7
76561198058539753,2013,Strategy,4812
76561198058539753,2015,Strategy,4812
76561198058546299,2013,Action,4
76561198058550517,2014,Indie,910
76561198058550517,2014,Simulation,910
76561198058562728,2014,Indie,3705
76561198058562728,2014,Simulation,3705
76561198058562728,2015,Indie,1235
76561198058562728,2015,Simulation,1235
76561198058573793,2013,Indie,1382
76561198058573793,2013,Simulation,1382
76561198058575754,2012,Indie,677
76561198058575754,2012,Simulation,677
76561198058582598,2014,Action,131
76561198058606791,2013,Indie,1419
76561198058606791,2013,Simulation,1419
76561198058606791,2015,Indie,1419
76561198058606791,2015,Simulation,1419
76561198058615470,2013,Action,211
76561198058615470,2015,Action,211
76561198058646041,2014,Indie,706
76561198058646041,2014,Simulation,706
76561198058650367,2014,Action,213
76561198058657792,2014,Action,122
76561198058657792,2015,Action,122
76561198058675994,2015,Indie,77538
76561198058675994,2015,Simulation,77538
76561198058697824,2014,Action,600
76561198058703587,2013,Casual,4
76561198058703587,2013,Indie,4
76561198058711482,2015,Action,2
76561198058727529,2015,Action,0
76561198058742898,2013,Action,456
76561198058742898,2014,Action,1368
76561198058752236,2015,Indie,0
76561198058752236,2015,Simulation,0
76561198058760041,2012,Indie,23957
76561198058760041,2012,Simulation,23957
76561198058760041,2013,Indie,23957
76561198058760041,2013,Simulation,23957
76561198058760041,2014,Indie,23957
76561198058760041,2014,Simulation,23957
76561198058760041,2015,Indie,71871
76561198058760041,2015,Simulation,71871
76561198058782320,2013,Action,2050
76561198058784699,2013,Indie,184
76561198058784699,2013,Simulation,184
76561198058795468,2014,Action,3
76561198058795468,2015,Action,6
76561198058800703,2015,Action,549
76561198058804831,2014,Action,1274
76561198058805259,2014,Action,1995
76561198058819691,2014,Indie,3535
76561198058819691,2014,Simulation,3535
76561198058858525,2014,Action,722
76561198058868190,2012,Action,341
76561198058872726,2014,Action,0
76561198058892591,2014,Indie,0
76561198058894990,2014,Action,592
76561198058904881,2015,Action,5028
76561198058912511,2014,Indie,34
76561198058912511,2014,Simulation,34
76561198058919153,2014,Action,248
76561198058927850,2014,Action,212
76561198058928498,2015,Indie,4767
76561198058928498,2015,Simulation,4767
76561198058948596,2015,Action,668
76561198058959249,2014,Action,3684
76561198058970610,2015,Indie,5119
76561198058970610,2015,Simulation,5119
76561198058972456,2015,Action,118
76561198058974541,2015,Indie,1367
76561198058974541,2015,Simulation,1367
76561198058988942,2014,Action,39
76561198058988942,2015,Action,65
76561198059003890,2013,Action,101
76561198059013979,2012,Action,3
76561198059013979,2015,Action,3
76561198059020961,2015,Indie,2324
76561198059020961,2015,Simulation,2324
76561198059051888,2014,Indie,9916
76561198059051888,2014,Simulation,9916
76561198059070449,2014,Indie,69839
76561198059070449,2014,Simulation,69839
76561198059070449,2015,Indie,139678
76561198059070449,2015,Simulation,139678
76561198059088384,2014,Indie,3047
76561198059088384,2014,Simulation,3047
76561198059109180,2013,Action,1186
76561198059109180,2014,Action,4744
76561198059113058,2014,Action,0
76561198059132464,2014,Action,1508
76561198059162959,2015,Indie,4144
76561198059162959,2015,Simulation,4144
76561198059166102,2015,Action,298
76561198059167106,2014,Action,658
76561198059167447,2013,Action,1285
76561198059170773,2014,Indie,485
76561198059170773,2014,Simulation,485
76561198059186896,2012,Strategy,355
76561198059187930,2013,Indie,14111
76561198059187930,2013,Simulation,14111
76561198059187930,2014,Indie,14111
76561198059187930,2014,Simulation,14111
76561198059201575,2015,Indie,8393
76561198059201575,2015,Simulation,8393
76561198059241716,2015,Indie,24036
76561198059241716,2015,Simulation,24036
76561198059257958,2014,Indie,240
76561198059257958,2014,Simulation,240
76561198059271374,2014,Action,119
76561198059272455,2014,Indie,95304
76561198059272455,2014,Simulation,95304
76561198059286499,2013,Action,3216
76561198059286499,2014,Action,1608
76561198059298985,2015,Indie,15912
76561198059298985,2015,Simulation,15912
76561198059301330,2013,Action,1150
76561198059301330,2014,Action,1150
76561198059301330,2015,Action,2300
76561198059318725,2014,Indie,978
76561198059318725,2014,Simulation,978
76561198059323361,2012,Action,0
76561198059323361,2013,Action,0
76561198059323447,2014,Action,38222
76561198059330972,2014,Action,0
76561198059330972,2015,Action,0
76561198059336031,2014,Indie,4458
76561198059336031,2014,Simulation,4458
76561198059360370,2014,Action,0
76561198059366714,2015,Indie,2925
76561198059366714,2015,Simulation,2925
76561198059391736,2015,Action,1345
76561198059399607,2015,Action,1198
76561198059406203,2013,Indie,11913
76561198059406203,2013,Simulation,11913
76561198059406203,2015,Indie,11913
76561198059406203,2015,Simulation,11913
76561198059411271,2014,Action,0
76561198059411271,2015,Action,0
76561198059450815,2012,Action,214
76561198059450815,2014,Action,214
76561198059451329,2014,Action,204
76561198059455136,2014,Indie,1186
76561198059455136,2014,Simulation,1186
76561198059455136,2015,Indie,1779
76561198059455136,2015,Simulation,1779
76561198059457068,2014,Indie,50045
76561198059457068,2014,Simulation,50045
76561198059468403,2014,Action,777
76561198059486412,2015,Indie,2831
76561198059486412,2015,Simulation,2831
76561198059487098,2015,Indie,176995
76561198059487098,2015,Simulation,176995
76561198059496770,2014,Action,444
76561198059501863,2014,Action,790
76561198059530687,2013,Action,1736
76561198059533968,2014,Indie,9968
76561198059533968,2014,Simulation,9968
76561198059533968,2015,Indie,19936
76561198059533968,2015,Simulation,19936
76561198059536225,2015,Indie,6930
76561198059536225,2015,Simulation,6930
76561198059555148,2014,Action,36320
76561198059572487,2015,Action,51
76561198059572487,2015,Free to play,51
76561198059576463,2014,Action,881
76561198059576557,2014,Action,741
76561198059579366,2015,Action,28
76561198059584945,2015,Strategy,2446
76561198059589725,2014,Action,192
76561198059594979,2015,Indie,13279
76561198059594979,2015,Simulation,13279
76561198059603669,2015,Indie,1
76561198059603669,2015,Simulation,1
76561198059611709,2013,Action,210
76561198059611709,2014,Action,420
76561198059617580,2014,Indie,1746
76561198059617580,2014,Simulation,1746
76561198059622971,2014,Action,3434
76561198059631701,2014,Action,240
76561198059631745,2014,Indie,1822
76561198059631745,2014,Simulation,1822
76561198059640203,2014,Action,138
76561198059640748,2014,Action,97
76561198059640748,2015,Action,97
76561198059641230,2014,Action,6
76561198059641230,2015,Action,6
76561198059653682,2014,Strategy,8264
76561198059654080,2014,Action,578
76561198059657508,2013,Indie,11517
76561198059657508,2013,Simulation,11517
76561198059679568,2014,Strategy,65
76561198059699103,2013,Indie,53863
76561198059699103,2013,Simulation,53863
76561198059699103,2015,Indie,53863
76561198059699103,2015,Simulation,53863
76561198059711677,2015,Indie,14324
76561198059711677,2015,Simulation,14324
76561198059734284,2014,Action,17
76561198059743109,2014,Indie,14464
76561198059743109,2014,Simulation,14464
76561198059743525,2013,Casual,471
76561198059743525,2014,Casual,157
76561198059749148,2014,Action,2
76561198059755685,2015,Action,2793
76561198059789255,2014,Action,4
76561198059797435,2014,Indie,7258
76561198059797435,2014,Simulation,7258
76561198059818761,2015,Indie,191
76561198059818761,2015,Simulation,191
76561198059829512,2013,Indie,4336
76561198059829512,2013,Simulation,4336
76561198059841909,2014,Action,4298
76561198059849113,2015,Indie,7580
76561198059849113,2015,Simulation,7580
76561198059856165,2014,Action,1680
76561198059865237,2014,Action,3
76561198059865237,2015,Action,3
76561198059865927,2014,Indie,74
76561198059865927,2014,Simulation,74
76561198059865927,2015,Indie,518
76561198059865927,2015,Simulation,518
76561198059866467,2014,Action,2709
76561198059867666,2015,Action,1716
76561198059870308,2014,Indie,5738
76561198059870308,2014,Simulation,5738
76561198059870308,2015,Indie,5738
76561198059870308,2015,Simulation,5738
76561198059874185,2015,Action,63
76561198059891232,2014,Indie,9595
76561198059891232,2014,Simulation,9595
76561198059896401,2014,Indie,18305
76561198059896401,2014,Simulation,18305
76561198059897383,2015,Indie,16100
76561198059897383,2015,Simulation,16100
76561198059899740,2013,Indie,4583
76561198059899740,2013,Simulation,4583
76561198059902957,2015,Indie,266
76561198059902957,2015,Simulation,266
76561198059918386,2013,Action,696
76561198059927915,2015,Indie,1303
76561198059927915,2015,Simulation,1303
76561198059943181,2014,Indie,8282
76561198059943181,2014,Simulation,8282
76561198059943181,2015,Indie,8282
76561198059943181,2015,Simulation,8282
76561198059955129,2013,Action,392
76561198059969798,2014,Indie,4887
76561198059969798,2014,Simulation,4887
76561198059977575,2015,Action,0
76561198059981483,2014,Action,913
76561198059983240,2015,Indie,23718
76561198059983240,2015,Simulation,23718
76561198059985823,2014,Indie,7877
76561198059985823,2014,Simulation,7877
76561198059989388,2014,Strategy,0
76561198059990081,2013,Strategy,10035
76561198059990081,2014,Strategy,60210
76561198059990081,2015,Strategy,10035
76561198060002045,2014,Action,1907
76561198060005647,2012,Action,824
76561198060005647,2013,Action,824
76561198060005647,2014,Action,824
76561198060005945,2014,Action,0
76561198060012371,2013,Action,28
76561198060012371,2014,Action,42
76561198060013208,2015,Racing,17
76561198060027840,2014,Indie,14474
76561198060027840,2014,Simulation,14474
76561198060027840,2015,Indie,28948
76561198060027840,2015,Simulation,28948
76561198060029466,2014,Action,1
76561198060034143,2014,Action,202
76561198060037242,2014,Action,3820
76561198060037242,2015,Action,3820
76561198060040264,2013,Simulation,1942
76561198060046037,2013,Indie,6240
76561198060046037,2013,Simulation,6240
76561198060067718,2013,Action,608
76561198060068927,2014,Action,57
76561198060072424,2014,Indie,173739
76561198060072424,2014,Simulation,173739
76561198060075398,2014,Action,0
76561198060085315,2014,Indie,4004
76561198060085315,2014,Simulation,4004
76561198060103317,2015,Indie,4049
76561198060103317,2015,Simulation,4049
76561198060108106,2013,Action,3576
76561198060108106,2014,Action,2384
76561198060108130,2013,Indie,388
76561198060108130,2013,Simulation,388
76561198060108179,2014,Action,30
76561198060122780,2014,Action,12
76561198060122780,2015,Action,12
76561198060134216,2015,Indie,18703
76561198060134216,2015,Simulation,18703
76561198060140388,2013,Indie,19392
76561198060140388,2013,Simulation,19392
76561198060170945,2013,Indie,21066
76561198060170945,2013,Simulation,21066
76561198060177221,2015,Action,34
76561198060177356,2014,Action,0
76561198060181391,2012,Action,44
76561198060184028,2015,Action,219
76561198060201321,2012,Action,152
76561198060201321,2013,Action,608
76561198060201321,2014,Action,456
76561198060201321,2015,Action,304
76561198060205887,2014,Indie,691
76561198060205887,2014,Simulation,691
76561198060205887,2015,Indie,691
76561198060205887,2015,Simulation,691
76561198060207360,2014,Action,8152
76561198060236453,2015,Indie,13427
76561198060236453,2015,Simulation,13427
76561198060239835,2015,Action,0
76561198060295827,2015,Indie,2121
76561198060295827,2015,Simulation,2121
76561198060316305,2013,Indie,8215
76561198060316305,2013,Simulation,8215
76561198060319088,2014,Action,3124
76561198060324840,2014,Indie,0
76561198060324840,2014,Simulation,0
76561198060351220,2014,Action,77
76561198060351220,2014,Rpg,77
76561198060351220,2015,Action,385
76561198060351220,2015,Rpg,385
76561198060351527,2013,Indie,15056
76561198060351527,2013,Simulation,15056
76561198060355872,2015,Action,25
76561198060357315,2013,Action,551
76561198060388536,2015,Action,5295
76561198060407498,2015,Simulation,3243
76561198060418890,2014,Action,945
76561198060420892,2015,Indie,6282
76561198060420892,2015,Simulation,6282
76561198060425303,2015,Action,3236
76561198060429887,2014,Action,9058
76561198060429887,2015,Action,18116
76561198060434273,2014,Indie,4109
76561198060434273,2014,Simulation,4109
76561198060438024,2015,Action,489
76561198060440669,2015,Action,22629
76561198060457375,2015,Action,445
76561198060459268,2013,Indie,5678
76561198060459268,2013,Simulation,5678
76561198060459268,2014,Indie,5678
76561198060459268,2014,Simulation,5678
76561198060461443,2014,Indie,3346
76561198060461443,2014,Simulation,3346
76561198060473341,2015,Action,126
76561198060493853,2014,Indie,776
76561198060493853,2014,Simulation,776
76561198060494794,2013,Indie,4130
76561198060494794,2013,Simulation,4130
76561198060494794,2014,Indie,12390
76561198060494794,2014,Simulation,12390
76561198060496164,2014,Indie,10839
76561198060496164,2014,Simulation,10839
76561198060502143,2013,Action,2396
76561198060504177,2012,Action,0
76561198060504177,2015,Action,0
76561198060510583,2014,Action,797
76561198060521929,2015,Indie,790
76561198060521929,2015,Simulation,790
76561198060533519,2015,Action,0
76561198060533772,2014,Indie,4349
76561198060533772,2014,Simulation,4349
76561198060542368,2014,Action,566
76561198060545297,2014,Action,0
76561198060545297,2014,Indie,0
76561198060545297,2014,Rpg,0
76561198060545297,2015,Action,0
76561198060545297,2015,Indie,0
76561198060545297,2015,Rpg,0
76561198060546291,2014,Indie,3110
76561198060546291,2014,Simulation,3110
76561198060550550,2015,Indie,5498
76561198060550550,2015,Simulation,5498
76561198060557951,2012,Indie,56146
76561198060557951,2012,Simulation,56146
76561198060557951,2014,Indie,112292
76561198060557951,2014,Simulation,112292
76561198060557951,2015,Indie,28073
76561198060557951,2015,Simulation,28073
76561198060571519,2014,Action,219
76561198060571519,2015,Action,219
76561198060615265,2012,Indie,29898
76561198060615265,2012,Simulation,29898
76561198060615265,2013,Indie,89694
76561198060615265,2013,Simulation,89694
76561198060615265,2014,Indie,29898
76561198060615265,2014,Simulation,29898
76561198060615273,2015,Action,128
76561198060617599,2014,Action,282
76561198060617599,2014,Adventure,282
76561198060617599,2014,Indie,282
76561198060617599,2014,Rpg,282
76561198060622238,2015,Action,2229
76561198060622421,2014,Action,1274
76561198060647143,2014,Simulation,0
76561198060647143,2014,Strategy,0
76561198060663389,2014,Action,37923
76561198060667695,2015,Action,2502
76561198060671842,2015,Action,724
76561198060678051,2014,Action,140
76561198060678959,2013,Action,666
76561198060678959,2014,Action,444
76561198060682655,2014,Action,14
76561198060713420,2014,Action,511
76561198060715854,2014,Indie,3933
76561198060715854,2014,Simulation,3933
76561198060715854,2015,Indie,1311
76561198060715854,2015,Simulation,1311
76561198060719971,2012,Action,774
76561198060734387,2015,Indie,3533
76561198060734387,2015,Simulation,3533
76561198060758376,2014,Indie,230
76561198060758376,2014,Simulation,230
76561198060766619,2014,Indie,18689
76561198060766619,2014,Simulation,18689
76561198060768791,2014,Indie,2584
76561198060768791,2014,Simulation,2584
76561198060768791,2015,Indie,1292
76561198060768791,2015,Simulation,1292
76561198060785575,2012,Action,168
76561198060785575,2014,Action,168
76561198060785575,2015,Action,168
76561198060785883,2014,Action,0
76561198060787863,2014,Action,4788
76561198060787863,2015,Action,19152
76561198060795144,2015,Action,148
76561198060798536,2014,Action,146
76561198060808593,2014,Action,258
76561198060811426,2013,Action,12
76561198060811426,2015,Action,6
76561198060822689,2014,Action,0
76561198060822689,2015,Action,0
76561198060824434,2014,Indie,1496
76561198060824434,2014,Simulation,1496
76561198060833105,2014,Action,334
76561198060843008,2014,Indie,16865
76561198060843008,2014,Simulation,16865
76561198060843908,2013,Indie,11225
76561198060843908,2013,Simulation,11225
76561198060854630,2014,Action,1928
76561198060859342,2014,Strategy,1146
76561198060859342,2015,Strategy,573
76561198060860653,2014,Action,11
76561198060883085,2015,Strategy,9005
76561198060891034,2015,Action,175
76561198060894699,2014,Action,263
76561198060901683,2014,Indie,2318
76561198060901683,2014,Simulation,2318
76561198060903464,2013,Action,332
76561198060903464,2013,Indie,332
76561198060903464,2013,Strategy,332
76561198060903464,2015,Action,332
76561198060903464,2015,Indie,332
76561198060903464,2015,Strategy,332
76561198060929389,2015,Action,0
76561198060943787,2014,Action,2187
76561198060943787,2014,Adventure,2187
76561198060972753,2015,Action,1410
76561198060988400,2015,Indie,570
76561198060988400,2015,Simulation,570
76561198060993682,2013,Indie,6671
76561198060993682,2013,Simulation,6671
76561198061001172,2012,Action,496
76561198061001172,2014,Action,496
76561198061014279,2013,Action,638
76561198061014279,2013,Adventure,638
76561198061021230,2014,Action,1680
76561198061039259,2013,Action,513
76561198061039259,2014,Action,1026
76561198061039342,2014,Indie,5638
76561198061039342,2014,Simulation,5638
76561198061039342,2015,Indie,5638
76561198061039342,2015,Simulation,5638
76561198061040271,2015,Indie,43115
76561198061040271,2015,Simulation,43115
76561198061040422,2014,Indie,422
76561198061040422,2014,Simulation,422
76561198061045044,2014,Indie,1649
76561198061045044,2014,Simulation,1649
76561198061045044,2015,Indie,1649
76561198061045044,2015,Simulation,1649
76561198061056821,2015,Action,4877
76561198061057790,2014,Indie,287
76561198061057790,2014,Simulation,287
76561198061097866,2015,Action,3069
76561198061105968,2014,Adventure,6350
76561198061105968,2014,Indie,6350
76561198061117916,2014,Indie,15712
76561198061117916,2014,Simulation,15712
76561198061119963,2014,Action,1536
76561198061123862,2013,Action,24
76561198061123862,2013,Adventure,24
76561198061123862,2013,Rpg,24
76561198061123862,2014,Action,72
76561198061123862,2014,Adventure,72
76561198061123862,2014,Rpg,72
76561198061123862,2015,Action,24
76561198061123862,2015,Adventure,24
76561198061123862,2015,Rpg,24
76561198061157859,2014,Indie,42552
76561198061157859,2014,Simulation,42552
76561198061160628,2015,Indie,4070
76561198061160628,2015,Simulation,4070
76561198061172661,2014,Action,120
76561198061174192,2014,Action,138
76561198061178366,2014,Action,79
76561198061178366,2015,Action,79
76561198061192570,2014,Indie,0
76561198061192570,2014,Simulation,0
76561198061207064,2014,Indie,73234
76561198061207064,2014,Simulation,73234
76561198061207244,2014,Action,14393
76561198061207244,2014,Adventure,14393
76561198061207244,2014,Indie,14393
76561198061207244,2014,Rpg,14393
76561198061217837,2014,Indie,62559
76561198061217837,2014,Simulation,62559
76561198061217837,2015,Indie,62559
76561198061217837,2015,Simulation,62559
76561198061249863,2014,Indie,1233
76561198061249863,2014,Simulation,1233
76561198061252210,2015,Action,1250
76561198061256643,2014,Indie,1092
76561198061256643,2014,Simulation,1092
76561198061268926,2015,Indie,0
76561198061268926,2015,Simulation,0
76561198061273070,2015,Indie,6247
76561198061273070,2015,Simulation,6247
76561198061285334,2014,Strategy,31
76561198061285334,2015,Strategy,62
76561198061286579,2013,Indie,446
76561198061286579,2013,Strategy,446
76561198061286579,2014,Indie,223
76561198061286579,2014,Strategy,223
76561198061295721,2013,Indie,7436
76561198061295721,2013,Simulation,7436
76561198061295721,2014,Indie,7436
76561198061295721,2014,Simulation,7436
76561198061297794,2015,Action,1193
76561198061312047,2015,Indie,1914
76561198061312047,2015,Simulation,1914
76561198061315361,2014,Action,60
76561198061315848,2014,Indie,16605
76561198061315848,2014,Simulation,16605
76561198061348980,2014,Action,2378
76561198061354183,2015,Indie,34104
76561198061354183,2015,Simulation,34104
76561198061357304,2015,Indie,9532
76561198061357304,2015,Simulation,9532
76561198061357639,2014,Indie,9382
76561198061357639,2014,Simulation,9382
76561198061363239,2015,Strategy,0
76561198061384419,2013,Action,30132
76561198061384419,2013,Adventure,30132
76561198061384419,2013,Indie,30132
76561198061384419,2013,Rpg,30132
76561198061384419,2014,Action,30132
76561198061384419,2014,Adventure,30132
76561198061384419,2014,Indie,30132
76561198061384419,2014,Rpg,30132
76561198061384419,2015,Action,15066
76561198061384419,2015,Adventure,15066
76561198061384419,2015,Indie,15066
76561198061384419,2015,Rpg,15066
76561198061388888,2014,Indie,251
76561198061388888,2014,Simulation,251
76561198061388888,2015,Indie,251
76561198061388888,2015,Simulation,251
76561198061390729,2013,Action,13546
76561198061390729,2014,Action,27092
76561198061456632,2015,Action,354
76561198061456944,2014,Action,164
76561198061476928,2014,Action,453
76561198061493090,2014,Indie,779
76561198061493090,2014,Simulation,779
76561198061502870,2013,Action,272
76561198061503100,2014,Indie,6582
76561198061503100,2014,Simulation,6582
76561198061503548,2014,Action,893
76561198061503548,2014,Adventure,893
76561198061503548,2015,Action,893
76561198061503548,2015,Adventure,893
76561198061504510,2014,Action,4321
76561198061508137,2012,Indie,17385
76561198061508137,2012,Simulation,17385
76561198061508137,2013,Indie,17385
76561198061508137,2013,Simulation,17385
76561198061508137,2014,Indie,17385
76561198061508137,2014,Simulation,17385
76561198061516951,2014,Action,0
76561198061529439,2013,Indie,10828
76561198061529439,2013,Simulation,10828
76561198061529439,2014,Indie,10828
76561198061529439,2014,Simulation,10828
76561198061535381,2014,Indie,4624
76561198061535381,2014,Simulation,4624
76561198061546046,2015,Action,0
76561198061547085,2015,Indie,13474
76561198061547085,2015,Simulation,13474
76561198061552868,2014,Indie,3457
76561198061552868,2014,Simulation,3457
76561198061556825,2014,Indie,88
76561198061556825,2014,Simulation,88
76561198061556863,2015,Indie,9260
76561198061556863,2015,Simulation,9260
76561198061557762,2014,Action,0
76561198061559559,2012,Action,708
76561198061559559,2015,Action,708
76561198061575266,2014,Indie,325
76561198061575266,2014,Simulation,325
76561198061611219,2014,Action,502
76561198061639357,2015,Action,499
76561198061650250,2014,Action,1389
76561198061650815,2014,Action,1488
76561198061650815,2014,Adventure,1488
76561198061650815,2014,Indie,1488
76561198061650815,2014,Rpg,1488
76561198061652531,2013,Indie,8122
76561198061652531,2013,Simulation,8122
76561198061652531,2014,Indie,8122
76561198061652531,2014,Simulation,8122
76561198061652531,2015,Indie,16244
76561198061652531,2015,Simulation,16244
76561198061654205,2013,Action,5911
76561198061654205,2013,Adventure,5911
76561198061654205,2013,Indie,5911
76561198061654205,2013,Rpg,5911
76561198061654205,2015,Action,5911
76561198061654205,2015,Adventure,5911
76561198061654205,2015,Indie,5911
76561198061654205,2015,Rpg,5911
76561198061681728,2013,Strategy,3857
76561198061683006,2014,Action,366
76561198061695892,2014,Action,946
76561198061730245,2014,Action,81
76561198061730629,2014,Action,14
76561198061734561,2015,Action,2349
76561198061734561,2015,Rpg,2349
76561198061741370,2015,Strategy,34
76561198061748090,2015,Action,509
76561198061752173,2014,Indie,3631
76561198061752173,2014,Simulation,3631
76561198061752173,2015,Indie,3631
76561198061752173,2015,Simulation,3631
76561198061757134,2015,Action,2
76561198061759775,2013,Action,936
76561198061759775,2014,Action,936
76561198061759775,2015,Action,3744
76561198061773147,2014,Indie,0
76561198061773147,2014,Simulation,0
76561198061775209,2013,Strategy,4374
76561198061794492,2014,Action,868
76561198061795146,2013,Indie,5787
76561198061795146,2013,Simulation,5787
76561198061797422,2014,Action,864
76561198061800268,2015,Action,38
76561198061803718,2014,Rpg,4886
76561198061805148,2014,Action,5370
76561198061805148,2014,Adventure,5370
76561198061805148,2014,Indie,5370
76561198061805148,2014,Rpg,5370
76561198061805895,2014,Indie,6979
76561198061805895,2014,Simulation,6979
76561198061818198,2015,Action,114
7656119806181852,2015,Indie,1380
7656119806181852,2015,Simulation,1380
76561198061818716,2014,Indie,721
76561198061818716,2014,Simulation,721
76561198061820192,2013,Action,100
76561198061820192,2014,Action,300
76561198061820192,2015,Action,100
76561198061830226,2014,Action,345
76561198061834064,2014,Action,7868
76561198061847175,2015,Strategy,532
76561198061857771,2013,Action,94
76561198061857771,2014,Action,188
76561198061857771,2015,Action,94
76561198061859859,2014,Indie,23275
76561198061859859,2014,Simulation,23275
76561198061859859,2015,Indie,23275
76561198061859859,2015,Simulation,23275
76561198061861251,2015,Action,357
76561198061875140,2014,Action,173
76561198061894340,2014,Action,11322
76561198061905521,2014,Action,240
76561198061950314,2013,Action,27
76561198061971210,2014,Rpg,424
76561198061971210,2015,Rpg,106
76561198061972253,2015,Indie,4248
76561198061972253,2015,Simulation,4248
76561198061976252,2014,Action,562
76561198061976252,2015,Action,562
76561198061981193,2015,Indie,15073
76561198061981193,2015,Simulation,15073
76561198062002959,2015,Action,1461
76561198062005261,2014,Action,110
76561198062017158,2015,Indie,63960
76561198062017158,2015,Simulation,63960
76561198062018733,2014,Action,43
76561198062018733,2014,Strategy,43
76561198062034910,2014,Indie,2436
76561198062034910,2014,Simulation,2436
76561198062036370,2013,Indie,25580
76561198062036370,2013,Simulation,25580
76561198062039159,2013,Action,1574
76561198062039159,2014,Action,3148
76561198062039159,2015,Action,1574
76561198062039624,2013,Indie,899
76561198062039624,2013,Simulation,899
76561198062042547,2012,Strategy,4433
76561198062064137,2015,Indie,418
76561198062064137,2015,Simulation,418
76561198062071932,2013,Action,170
76561198062071932,2013,Adventure,170
76561198062071932,2013,Indie,170
76561198062071932,2013,Rpg,170
76561198062085357,2015,Action,12284
76561198062091405,2014,Indie,0
76561198062091405,2014,Simulation,0
76561198062092084,2015,Indie,3680
76561198062092084,2015,Simulation,3680
76561198062092163,2015,Action,8
76561198062092163,2015,Indie,8
76561198062092163,2015,Rpg,8
76561198062093693,2014,Action,1646
76561198062093693,2014,Adventure,1646
76561198062093693,2014,Indie,1646
76561198062093693,2014,Rpg,1646
76561198062095122,2014,Action,10478
76561198062095122,2014,Adventure,10478
76561198062095122,2014,Indie,10478
76561198062095122,2014,Rpg,10478
76561198062110429,2015,Action,6
76561198062115677,2014,Indie,11975
76561198062115677,2014,Simulation,11975
76561198062120246,2014,Indie,4
76561198062120246,2014,Simulation,4
76561198062125305,2014,Indie,20694
76561198062125305,2014,Simulation,20694
76561198062125305,2015,Indie,20694
76561198062125305,2015,Simulation,20694
76561198062137247,2015,Indie,913
76561198062137247,2015,Simulation,913
76561198062139862,2014,Indie,3789
76561198062139862,2014,Simulation,3789
76561198062147736,2014,Action,7762
76561198062147736,2015,Action,7762
76561198062164783,2015,Action,77
76561198062177156,2013,Indie,1376
76561198062177156,2013,Simulation,1376
76561198062177156,2014,Indie,1376
76561198062177156,2014,Simulation,1376
76561198062177156,2015,Indie,2752
76561198062177156,2015,Simulation,2752
76561198062183529,2014,Action,1104
76561198062183529,2014,Adventure,1104
76561198062183529,2014,Indie,1104
76561198062183529,2014,Rpg,1104
76561198062185026,2015,Indie,2184
76561198062185026,2015,Simulation,2184
76561198062199495,2015,Action,315
76561198062206091,2014,Action,908
76561198062206493,2014,Indie,2531
76561198062206493,2014,Simulation,2531
76561198062214332,2014,Action,1465
76561198062214459,2012,Rpg,1294
76561198062230377,2015,Action,118
76561198062243753,2014,Indie,2778
76561198062243753,2014,Simulation,2778
76561198062244065,2015,Indie,1492
76561198062244065,2015,Simulation,1492
