app_name,release_year,item_id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Democracy 3: extremism,2014,291900,Positech games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Fantasy grounds - pfrpg basic paths: fangs from the past,2014,299140,"Smiteworks usa, llc",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fistful of frags,2014,265630,Fistful of frags team,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Coldfire keep,2014,296530,Steve jarman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lili: child of geos - complete edition,2014,266490,"Bitmonster, inc.",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fantasy grounds,2014,252690,"Smiteworks usa, llc",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Chronology,2014,269330,Bedtime digital games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coma: mortuary,2014,293320,"Nova dimension,naga entertainment",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The last tinker™: city of colors,2014,260160,Mimimi productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wildlife park 3,2014,287200,B-alive gmbh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Gas guzzlers extreme: full metal frenzy,2014,277820,Gamepires,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Deadly sin 2,2010,285420,Dancing dragon games,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
World of subways 3 – london underground circle line,2014,283620,Tml-studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train simulator: munich - garmisch-partenkirchen route add-on,2014,258652,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Awesomenauts - giga sentorii skin,2014,256505,Ronimo games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Hegemony rome: the rise of caesar,2014,227060,Longbow games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Dreadout,2014,269790,Digital happiness,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nightmares from the deep 2: the siren`s call,2013,284790,Artifex mundi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudokuball detective,2009,288690,Witan entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreadout soundtrack & manga dlc,2014,298680,Digital happiness,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Battleblock theater®,2014,238460,The behemoth,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rhiannon: curse of the four branches,2008,298140,Arberth studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fearless fantasy,2014,282100,Enter skies,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Qbeh-1: the atlas cube,2014,252550,Liquid flower,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orc attack: flatulent rebellion,2014,268520,Casual brothers,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Men of war: assault squad 2,2014,244450,Digitalmindsoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Vault cracker,2014,299170,Gogii games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millionaire manor,2010,299180,Gogii games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putt-putt® and fatty bear's activity pack,1994,294720,Humongous entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putt-putt® travels through time,1997,294670,Humongous entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graviteam tactics: volokonovka 1942,2014,296450,Graviteam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Agarest zero - dlc bundle #2,2014,281601,Idea factory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Monster challenge circus,2014,300910,Freegamer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spy fox 3 ""operation ozone""",2001,292260,Humongous entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pajama sam 3: you are what you eat from your head to your feet,2000,292800,Humongous entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddi fish 3: the case of the stolen conch shell,1998,294540,Humongous entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic: resurrection of music,2014,301190,Forever entertainment s. a.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Them - the summoning,2014,300510,Gamatic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The treasures of montezuma 4,2013,301150,Alawar entertainment,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shiny the firefly,2014,277510,Stage clear studios,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Men of war: assault squad 2 - deluxe edition upgrade,2014,271850,Digitalmindsoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Rage runner,2014,279520,Hypercane studios,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Flower shop: summer in fairbrook,2010,290990,Winter wolves,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dark scavenger,2014,293880,Psydra games llc,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pretentious game,2014,279540,Keybol,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transistor: original soundtrack,2014,299240,Supergiant games,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Qualia 3: multi agent soundtrack,2014,297150,"神奈川電子技術研究所,extreme",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Toribash,2006,248570,Nabi studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Legionwood 2: rise of the eternal's realm - director's cut,2014,290460,Dark gaia studios,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sweet lily dreams,2014,300540,Roseportal games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Drakerz-confrontation,2014,266030,Peoleo entertainment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Drakerz-confrontation : 12 virtual boosters,2014,294310,Peoleo entertainment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Drakerz-confrontation : 36 virtual boosters,2014,294311,Peoleo entertainment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Paradigm shift,2014,299820,Evilized productions,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Retro game crunch,2014,290040,"Rusty moyher,shaun inman,matt grimm",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crusader kings ii: persian portraits,2014,292981,Paradox development studio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Euro truck simulator 2 - metallic paint jobs pack,2014,297790,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
I am vegend - zombiegeddon,2013,302460,Appmania/i-free,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perimeter: emperor's testament,2006,289240,K-d lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
White noise online,2014,293860,Milkstone studios,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A.i.m.2 clan wars,2007,289180,Skyriver studios,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Killer is dead - nightmare edition,2014,261110,Kadokawa games / grasshopper manufacture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropico 5,2014,245620,Haemimont games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Gauge,2014,272990,Étienne périn,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Numba deluxe,2013,301700,Cobra mobile,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic: evil strikes back,2014,301200,Forever entertainment s. a.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cobi treasure deluxe,2013,301690,Cobra mobile,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Showtime!,2013,285050,Myrtilus entertainment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Dracula 4 and  5 - special steam edition,2014,279560,Koalabs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europa universalis iv: trade nations unit pack,2014,279622,Paradox development studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Expansion - europa universalis iv: wealth of nations,2014,279620,Paradox development studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Europa universalis iv: muslim ships unit pack,2014,279621,Paradox development studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Arma 3 dlc bundle 1,2014,304400,Bohemia interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Rpg maker vx ace - royal tiles resource pack,2014,291473,Sherman3d,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arma 3 karts,2014,288520,Bohemia interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Anomaly defenders,2014,294750,11 bit studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Capsule,2012,303940,"Adam saltsman,robin arnott",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Where is my heart?,2014,244950,Schulenburg software,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Euro truck simulator 2 - flip paint designs,2014,301180,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Strata,2014,286380,Graveck,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Htr+ slot car simulation,2014,288650,Qubyte interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Putt-putt® joins the circus,2000,294690,Humongous entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirited heart deluxe,2011,293920,Winter wolves,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Agarest zero - dlc bundle #3,2014,281602,Idea factory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
El adventurer pack 2.0,2014,304491,Kog,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Defense zone 2,2014,295630,Artem kotov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gearcity,2014,285110,Visual entertainment and technologies,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
The forest,2014,242760,Endnight games ltd,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Battle mages,2003,302470,Targem games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
State of decay - lifeline,2014,259041,Undead labs,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The fall,2014,290770,Over the moon,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sport1 live : duel,2014,301250,Sport1 gmbh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kill fun yeah,2014,301360,Arctic anteater,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The campaign series: fall weiss,2014,283020,Wastelands interactive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Dysan the shapeshifter,2014,303410,Wild games studio,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Epoch,2014,270510,Uppercut games pty ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eador. masters of the broken world - allied forces,2014,303730,Snowbird games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Enigmatis 2: the mists of ravenwood,2013,284770,Artifex mundi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The happy hereafter,2013,306200,"Alawar,mirball games",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Richard & alice,2014,279260,Owl cave,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Galactic arms race,2014,249610,Evolutionary games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nether: resurrected,2014,247730,Phosphor games studio,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
Kill the bad guy,2014,293940,Exkee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Bit.trip flux,2014,205090,Gaijin games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ludwig,2014,263120,Ovos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lifeless planet premier edition,2014,261530,Stage 2 studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Electronic super joy: groove city,2014,301460,"Michael todd games,yazar media group llc",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Railroad x,2014,251020,"Trend, soft pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Us diesel locomotives - set 1,2014,267680,"Trend, soft pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Us diesel locomotives - set 2,2014,275170,"Trend, soft pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Magicite,2014,268750,Smashgames,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Shadows on the vatican act i: greed,2014,286360,"10th art studio,adventure productions",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Castle: never judge a book by its cover,2013,301740,Gunnar games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munin,2014,281750,Gojira,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Echo of the wilds,2014,305780,Anthony case,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reversion - the escape (1st chapter),2012,270570,3f interactive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enemy front,2014,256190,Ci games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smooth operators,2013,262900,Heydeck games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Infinite game works episode 0,2014,302290,Sakura river interactive,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Spy chameleon - rgb agent,2014,297490,Unfinished pixel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Faery - legends of avalon,2014,303790,Spiders studio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A wizard's lizard,2014,280040,Lost decade games,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Bot colony,2014,263040,North side,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Xenonauts,2014,223830,Goldhawk interactive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Stick rpg 2: director's cut,2011,307640,Xgen studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fancy skulls,2014,307090,Tequibo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canyon capers - rio fever,2014,307390,Crazy moo games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Xenoraptor,2014,298280,Peter cleary,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black mirror i,2003,292930,"Future games,unknown identity",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush for glory,2014,303470,Parseh game studio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heroes rise: the hero project,2013,304290,Choice of games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Beyond space remastered edition,2014,297100,Silesia games sp. z o.o.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The few,2014,300320,Blackmoon design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gp20 burlington northern add-on livery,2009,222570,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pro cycling manager 2014,2014,255260,Cyanide studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Call of duty®: ghosts - bling pack,2014,295430,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - astronaut special character,2014,295437,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - spectrum pack,2014,295436,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - heavy metal pack,2014,295434,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - koi pack,2014,295433,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - fitness pack,2014,295432,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - extinction pack,2014,295431,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: ghosts - unicorn pack,2014,295435,Infinity ward,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rift: upgrade bundle pack,2014,310260,Trion worlds,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Rift: glory of the ascended pack,2014,310280,Trion worlds,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Rift: classic collector’s pack,2014,310240,Trion worlds,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Rift: laethys' fortune pack,2014,310300,Trion worlds,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Motogp™14,2014,256390,Milestone s.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Motogp™14 laguna seca red bull us grand prix,2014,297960,Milestone s.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Company of heroes 2 - the western front armies,2014,260309,"Relic entertainment,feral interactive (mac),feral interactive (linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zamb! biomutant extermination,2014,284580,Nano games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Coh 2 - the western front armies: us forces,2014,287370,"Relic entertainment,feral interactive (mac),feral interactive (linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Coh 2 - the western front armies: oberkommando west,2014,287371,"Relic entertainment,feral interactive (mac),feral interactive (linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Motogp™14 season pass,2014,297950,Milestone s.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Grid autosport - black edition pack,2014,282090,"Codemasters racing,feral interactive (mac),feral interactive (linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Sniper elite 3 - camouflage weapons pack,2014,305181,Rebellion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper elite 3 - hunter weapons pack,2014,305182,Rebellion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper elite 3 - allied reinforcements outfit pack,2014,305187,Rebellion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divinity: original sin (classic),2014,230230,Larian studios,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Spoiler alert,2014,283230,Megafuzz,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Euro truck simulator 2 - polish paint jobs pack,2014,304020,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Euro truck simulator 2 - canadian paint jobs pack,2014,304213,Scs software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Warface,2014,291480,Crytek,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Triblaster,2014,303880,"Oefun, inc.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Talisman - character pack #6 - gambler,2014,267771,Nomad games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Momodora iii,2014,302790,Rdein,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gg1 prr silver add-on livery,2009,256529,Dovetail games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monsters ate my birthday cake,2014,297590,Sleepninja games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Contraption maker,2014,241240,Game dev castle,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Claire,2014,252830,Hailstorm games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bounders and cads,2013,312020,Wax lyrical games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Q*bert: rebooted,2014,285960,"Sideline amusements,gonzo games",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deponia: the complete journey,2014,292910,Daedalic entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cult of the wind,2014,293840,North of earth,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reversion - the meeting (2nd chapter),2013,281060,3f interactive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mousecraft,2014,252750,Crunching koalas,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
House of 1000 doors: the palm of zoroaster collector's edition,2012,302120,Alawar,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namariel legends: iron lord premium edition,2013,302730,Shaman games studio,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil pumpkin: the lost halloween,2014,300360,Two desperados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunship!,2000,286730,Microprose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Retrobooster,2014,310830,Really slick,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exodus,2013,313960,Galhmac game studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rooms: the main building,2014,304500,Handmade game,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Necronomicon: the dawning of darkness,2001,302390,Cryo interactive,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-plane 10 global - 64 bit,2014,292180,Laminar research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pivvot,2014,293900,Fixpoint productions ltd.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tales of adventure 2,2014,312220,"Xiaoyao,betasparkuk",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Expansion - europa universalis iv: res publica,2014,279623,Paradox development studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
The nightmare cooperative,2014,310070,Lucky frame,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Magic 2015 - duels of the planeswalkers,2014,255420,Stainless games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hero siege - the karp of doom,2014,307800,"Elias viglione,jussi kukkonen",1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Of guards and thieves,2016,302590,Subvert games,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Evga precision xoc,2014,268850,Evga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hidden in plain sight,2014,303590,Adam spragg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby doo! & looney tunes cartoon universe: adventure,2014,294280,Wayforward technologies inc.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rulers of nations,2014,311040,Eversim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Innistrad card collection,2014,265141,Stainless games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Theros card collection,2014,265142,Stainless games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wildlife park 2,2006,304350,B-alive gmbh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Sniper elite 3 - save churchill part 1: in shadows,2014,312680,Rebellion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper elite 3 - patriot weapons pack,2014,305183,Rebellion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
