developer,sentiment_analysis
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,0
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,0
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,1
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,1
Taleworlds Entertainment,2
Taleworlds Entertainment,2
Taleworlds Entertainment,0
Taleworlds Entertainment,2
Fatshark,0
Fatshark,0
Rockstar North / Toronto,2
Rockstar North / Toronto,2
Rockstar North / Toronto,1
Rockstar North / Toronto,2
Rockstar North / Toronto,1
Rockstar North / Toronto,1
Rockstar North / Toronto,2
Rockstar North / Toronto,2
Rockstar North / Toronto,1
Rockstar North / Toronto,1
Other Ocean Interactive,1
Nemesys Games,2
Nemesys Games,0
Cold Beam Games,2
Cold Beam Games,1
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,1
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,1
Cold Beam Games,2
Cold Beam Games,1
Cold Beam Games,2
Cold Beam Games,1
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,0
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,2
Cold Beam Games,1
Realmforge Studios,1
The Odd Gentlemen,1
The Odd Gentlemen,1
Muse Games,1
Muse Games,0
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Team17 Software Ltd.,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,1
Valve,2
Valve,0
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,0
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,0
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,0
Valve,2
Valve,0
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,0
Valve,1
Valve,0
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,1
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
"Ea - Maxis,Aspyr (Mac)",2
"Ea - Maxis,Aspyr (Mac)",2
"Ea - Maxis,Aspyr (Mac)",1
"Ea - Maxis,Aspyr (Mac)",2
"Ea - Maxis,Aspyr (Mac)",0
"Ea - Maxis,Aspyr (Mac)",1
"Akella,.Dat",2
Io Interactive,1
Io Interactive,1
Io Interactive,1
Io Interactive,1
Io Interactive,1
Rune Forge,0
Rune Forge,1
Ino-Co,2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",0
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",0
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",0
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",1
"2K Czech,Feral Interactive (Mac)",2
"2K Czech,Feral Interactive (Mac)",1
Doublesix,1
Vstep,2
Vstep,0
Vstep,0
Vstep,1
Team17 Digital Ltd,1
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,2
Team17 Digital Ltd,1
Team17 Digital Ltd,2
Team17 Digital Ltd,2
Muzzy Lane Software,1
Paradox Development Studio,0
Paradox Development Studio,2
Paradox Development Studio,1
Paradox Development Studio,1
Paradox Development Studio,1
Paradox Development Studio,1
Paradox Development Studio,2
Paradox Development Studio,2
Paradox Development Studio,1
Paradox Development Studio,1
Gsc Game World,2
Revolution Software Ltd,2
Revolution Software Ltd,2
Zoë Mode,2
Zoë Mode,1
Terry Cavanagh,2
Terry Cavanagh,2
Terry Cavanagh,1
Terry Cavanagh,1
Terry Cavanagh,2
Terry Cavanagh,2
Terry Cavanagh,0
Terry Cavanagh,2
Terry Cavanagh,1
Terry Cavanagh,1
Terry Cavanagh,2
Terry Cavanagh,1
Terry Cavanagh,2
Frictional Games,2
Frictional Games,0
Frictional Games,1
Frictional Games,2
Frictional Games,2
Frictional Games,1
Frictional Games,0
Frictional Games,1
Frictional Games,2
Frictional Games,2
Frictional Games,1
Frictional Games,2
Frictional Games,0
Frictional Games,0
Frictional Games,2
Frictional Games,2
Frictional Games,1
Frictional Games,1
Frictional Games,2
Frictional Games,1
Frictional Games,1
Frictional Games,2
Frictional Games,2
Frictional Games,0
Frictional Games,1
Frictional Games,2
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,0
Frictional Games,0
Frictional Games,0
Frictional Games,2
Frictional Games,1
Frictional Games,0
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,1
Frictional Games,1
Easygamestation,1
Easygamestation,2
Easygamestation,1
Easygamestation,2
Easygamestation,0
Easygamestation,0
Easygamestation,2
Easygamestation,2
Easygamestation,2
Easygamestation,2
Easygamestation,2
Easygamestation,1
Easygamestation,1
Exosyphen Studios,2
Exosyphen Studios,2
Subsoap,1
Subsoap,1
Subsoap,2
Subsoap,2
Subsoap,1
Subsoap,2
Subsoap,2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",1
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",2
"Firaxis Games,Aspyr (Mac, Linux)",0
"Firaxis Games,Aspyr (Mac, Linux)",2
Croteam,1
Krome Studios,1
Krome Studios,1
Team17 Digital Ltd,0
Team17 Digital Ltd,0
Vigil Games,2
Vigil Games,2
Vigil Games,1
Vigil Games,2
Vigil Games,1
Vigil Games,1
Vigil Games,2
Vigil Games,1
Neocoregames,0
Neocoregames,2
Egosoft,0
Electronic Arts,2
Electronic Arts,0
Electronic Arts,1
Electronic Arts,1
Electronic Arts,0
Electronic Arts,2
Electronic Arts,2
Electronic Arts,2
Electronic Arts,1
Electronic Arts,1
Electronic Arts,1
Electronic Arts,1
Electronic Arts,2
Electronic Arts,1
Electronic Arts,1
"Capcom Co., Ltd.",0
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
