user_id,playtime,item_id
76561198079218581,1649,4000
76561198063882554,1997,4000
76561198137613051,38,50
Spiicyorange,274,240
76561198075369739,12,4000
76561198039160345,31,220
76561198043983453,2115,4000
Drunkchef,391,70
Pot-a-toe,310,2400
Edwardthomas6262,210,240
Awpsum,62221,240
Keepthechangeyoufilthyanimal,418,3830
76561197960888883,0,10
Dr_facepalm,1852,550
Nuclearbomba,2997,4000
76561198025394215,0,2500
Deccasturboj,2779,4000
Gingerninger,46,240
Spclst69,51,220
Dub5,6280,211820
Dubberrucky,36,220
Dubstep3000,0,10
Chuzz,0,10
Bestperson,148,1510
76561198062039624,899,4000
Pirateducky,2694,4000
76561197982437091,3778,240
Duckei,24,10
76561198044588815,104,3830
Theducktor,935,4000
Napalm_industry,16,10
Duckuy,315,240
76561197973219617,0,10
76561198085125793,98994,4000
Dudumon,183,104200
76561198060747681,1108,220
Duergar,49,4000
76561198015892252,465,240
Flamingdrag00n,738,4000
76561198068392470,75,240
Readthisurl,5540,4000
76561198041709308,92,240
Min3man,489,70
76561198068748380,1974,550
76561198055400340,7712,4000
76561198106782017,724,240
Dunaway,0,20
Rosalindo,7,10
76561198038301951,898,220
76561198055542679,0,4560
76561198070859502,870,400
Duscrazyperson,121,70
76561198070376295,829,220
76561198048334447,3061,4000
45883274,26,6850
76561198083326262,556,3310
Dustydustkid,11522,4000
76561197998609347,134,220
Maklo_geming_xdddd,326,4000
Printedingold,101,300
76561198036933069,0,10
Dwarfenninja,1146,4000
Asyamercilicious,202538,4000
76561198067953398,5091,550
Tee4,0,3830
76561198046914681,80,240
Pizzerman,17,20
76561198026167749,82,220
76561198045698134,6638,4000
Dylankenzo,25777,4000
Firecannotbecontained,507,240
Dyrrrrran,0,2100
76561198011431696,0,25990
76561198098852080,28,220
Exsaw19,1579,4000
76561198065621863,3604,4000
Mukeshmani,1717,10
76561198006443105,0,220
76561198008793871,1049,220
76561198037009287,0,220
Legendld,0,220
Gremoryeagle,336763,4000
76561198064646436,844,70
76561198051643300,68,240
76561198025974375,108,220
76561198044208957,14,4000
76561198084685872,1430,4000
76561198075141837,48,220
76561198084882533,14177,4000
76561198103108238,68,300
Ineedacsgolobu,13,240
76561198039234753,14,4700
76561198044052424,532,70
76561198047195623,554,4000
76561198048030308,15074,4000
76561198072702385,499,4000
Azkk,560,240
76561198154327546,27279,105600
Landaishan,837,41500
76561198044965372,98,4000
Ecobro2,2287,4000
Ecobro3,0,220
Vesgozina,47,20920
76561198048916475,17,3830
76561198013282313,1024,9050
76561198041784567,524,4000
76561198094321155,333,3830
76561198063000481,2380,4000
76561198061921235,1696,240
76561198077985031,8139,1250
76561198005576563,141,10
Ninjaprei,150,220
Highpancake,902,240
76561198011927976,0,20
76561198043089559,3708,4000
76561198062533699,88,70
76561198074673097,0,50
Eduditto,13433,4000
76561198037366452,671,220
Sanskeleteen,5736,4000
Edyac,797,280
Eehee,5368,240
76561198085158205,3705,105600
76561198047746970,1529,240
76561198058933441,371,500
Assassintorteachip,295,3920
76561198038228033,995,400
76561198074156090,72,220
Conco_gg,58,240
76561198079329602,5804,4000
Senpiflesh,3400,4000
Ehryus,26,1510
76561198049268659,0,10
Eiberg10,85,240
Fluffiestchicken,0,2400
Lolfail0009,0,22300
Eiglow,24,20
Nano11ful,35952,4000
Bankbunk,0,16720
76561197997555288,0,70
Morecoolerthanu,410,4000
564743553uy5367,80018,240
76561198041122979,157,220
Ekijo,0,17450
The_commissariat,5969,4000
Flesz,2820,240
Lolm8y,193,240
76561198068550186,518,220
76561198091331725,142,240
Crawling-on-my-crawl,1010,4000
Qwevor,117,4000
76561198067329668,76,10
76561198073902962,37108,4000
Pejelagarto0,1168,4000
76561198103357676,46507,4000
76561198100006420,11182,4000
76561198007538539,5807,4000
Mixedupgames,9198,4000
Ultrach,4209,4000
Elbio007,5419,240
Elcasero,11834,4000
76561198098850999,72,29800
Hidded,30661,240
76561198068289279,63,70
Qbeggs,0,10
Thomas_v2000,41,30
Hugenanagugu2,1399,220
76561198011493875,508,10
76561198056652803,0,3920
Electrospeed,16189,4000
76561198060319088,1562,50
Elektro_haus,1,10
76561198060785575,168,220
Elemento2113,20111,4000
Elgerjp,28482,4000
Elie1234,176,10
Elind21,1195,17390
76561198069687708,2106,4000
Elitepaperweight,2319,4000
Skullduggery55,0,10
Elk160,580,3320
Elkpodeush,18513,4000
Elkurr,2583,20900
Ellaia,5259,4000
76561198059400831,123,240
76561198076357381,2961,550
Elrims,36292,4000
Elt0r,84,300
Theeternalstruggle,532,280
Marshythemarshmallowman,0,280
Boracks,1406,4000
76561197960564189,0,10
76561198071534186,1219,4000
76561198045272489,688,4000
Emilymaykong,9174,4000
Ember1654,3,3330
76561198066226356,1297,4000
76561198049440934,0,10
76561198088869440,4040,4000
Oshilorenzo89,51,4000
Emperorbadger,437,240
Kazanator93,163,4000
Emperorfaiz,1460,220
Emperorsly,27216,240
Emporer88,2389,4000
Mting4,1390,4000
Emrald,490,300
76561198066274067,11535,4700
76561198074951189,34015,4000
76561198040378347,83,220
Red_slinger,562,240
Ender2545,992,4000
76561198065344627,73,3830
Oxidexx,0,4000
Endofmedia,200,1250
76561198041625771,1693,1250
76561198041108364,624,240
Enflan,61,17410
76561198112984906,1046,17480
Enska,116,220
76561198053524100,14643,240
76561198085252548,86,4000
Envymouse,72,1690
76561198056764604,1509,3920
76561197999485868,529,240
76561198067669838,0,4000
76561198067001340,7825,4000
Captaincrytec,1466,4000
76561198049218597,1543,240
76561198083563596,212,240
Epiclyralphy,0,320
76561198094065803,32,3320
Youareverygay,31,220
Epicpieman101,91,1200
Epicruins195,146,70
Epicsnail1996,221,240
Chumlee0409,286,4000
Doyouwantorp,18506,4000
Chris849,503,400
76561198071748761,40,211500
Eralus,114,220
Erase883,136,240
Justen2000,1,220
Phazeback,4791,240
Holy_angel_of_death,0,220
Bonglord69,0,20
Radiusstep,1803,4000
Synystergates18,579,4000
76561198022095362,160,240
76561198052272007,447,240
Eryx89,77,320
76561198073457050,721,223710
Escapetradingprofile,2331,4000
76561198048432706,1758,4000
76561198016122270,876,220
76561198047591558,1505,220
Esem88,289,220
Coolercats,30934,240
76561198033165360,38,240
76561198049845244,2247,10
76561198045345917,176,4000
76561198025749178,218,70
Joaquinmoratillo,381,291480
76561198095949314,957,4000
12deagostoas12hrse26min,61,50
Alastorseah,0,240
Esvada,394,620
Evileta,0,220
Dex-xyz,1730,4000
Eternalblast,350,50
1870380085,0,220
Eterna_amn,581,220
76561198067701049,64,15700
76561198070692098,66,240
Tempestnz,1339,4000
Etoka,34,1600
76561198156395131,0,620
Pinguinbeta18,6732,4000
Eudanil,0,3920
76561198048578169,11131,550
Euluncia,688,70
Eunmac,0,10
76561198000734300,47,220
Tropic_thunder_,465,240
Vanxe123,2986,4000
Evengonna,0,20
Everae,0,1200
Bitchiamgod,66,70
Alphawolf197,74,4000
76561198065923342,64,220
76561198064838276,6,240
76561198062630600,6578,4000
Eviloverlord1987bc,2245,220
76561198044138699,919,70
76561197972468173,1,220
76561198064708436,19901,4000
Evilcow95,274,240
76561198102826090,352,4000
76561198057024031,1430,220
76561197981374310,0,220
76561198047541870,1,240
76561198079314344,1569,4000
76561197993683970,62,6910
76561197968108638,0,10
Excelrox,1314,4000
76561198065775532,87,2500
76561198135975055,762,6860
Exhilaration,188,4000
Exiduus,22,300
76561198128996717,14552,240
76561198062136873,605,240
Chroniclescreation,992,4000
Exodus20010,5146,4000
Firestreaker,289,1510
Fam4,1520,4000
Amaradas,120,10
Externalz,3,10
Epicnodice,22,3910
Extraspicysauce,235,4000
76561197970529590,927,220
Chrisread672,162,4000
Extronic,0,10
Razecs,1041,240
76561198007327704,0,4000
Eyri,1179,105600
76561198072503989,0,6060
Sweetnurs,699,220
76561198078754047,431,4000
Ezenthar,40,220
Gaynurds,0,3920
Faffandtheworldfaffswithyou,76,220
76561198050364912,204,4000
76561198066295384,150,4000
76561198026409973,49,3830
76561198019662432,120,130
76561198046510033,3364,4000
76561198091572560,5159,4000
Mrjakekingdem,277,300
Fab032,149,4000
Feechdoingwork,279,220
Minecraftmodder,20380,4000
Lucasarthur,4778,4000
76561198098358388,849,4000
Dogrider,553,550
76561198060177221,17,70
Breadedaustralia,1130,220
76561198063505988,2388,4000
76561198084326547,61,10180
Digitalgateway777,0,202970
Novaroguex,29,2610
76561198015496188,765,10180
Faawks,0,10
Bigchillkid,6392,240
76561198016156059,10,2400
Therealfacemcshooty,445,4000
Dannyv8,74301,4000
76561197960666461,230,10
Fadz,30150,240
76561198010349264,1573,4000
76561198068980147,129,4000
Ifuckedmycompanioncube,6586,4000
76561198055775587,731,4000
Fahrockza,1203,220
Failninja1,276,240
Faithisfake,3849,63380
76561198065942423,5101,24960
Gramedota,21,70000
Oishigreenteaisaverynicedrink,6865,240
76561198066445452,4573,4000
Manfallout,3996,4000
76561198076307555,1405,50
76561198043462206,17,240
Wharbagarble,520,4000
Jgamerhc,6761,4000
76561197965059579,7514,10
76561198061001172,496,240
76561198083453517,358,4000
Deathomega313,65,220
Fantomexican,171,4000
76561198063113447,0,3920
76561198065773341,39,1520
76561198077199736,3863,4000
76561197960877600,256,10
76561198040200665,989,240
Farsight87,75,240
76561198064156100,240,220
76561198053306375,0,240
Billy_the_dog,92,240
Fastik4321,106,220
76561198060033965,1081,240
Fatchicken420,821,10
76561198091325442,43950,4000
76561197961572037,89,10
Feemdeusenosirmao,624,300
76561198093380344,46,220
Fatkings,139,4000
76561198088815236,0,240
76561198041749839,54,220
Bbcsfaul,970,50
Faxility_d,7580,4000
76561198077794867,2570,4000
76561198066375702,38,1510
Ethoxgaming,10470,4000
Slickdog10,148,22300
76561197971077817,102,220
76561198057948935,1983,10090
Fazz,0,10
Nene_oficial,508,4000
Thienloras,379,4000
76561198064856398,6251,240
Fearedwolf64,3618,4000
Fearofshorts,10439,240
76561198041584262,3929,9450
76561198011735059,1722,240
Rushalike,129,240
Federige,19469,4000
S2006mark,745,4000
Feels345,0,3920
76561198070259583,16674,8930
Johnnyfuckingwonny,264,4000
76561198085571748,6262,4000
Staticpanda,40,17410
76561198050582418,27313,4000
Choprang,192,4000
76561198058441121,0,240
76561198057540371,85,240
Fenetic,0,10
Flashfennec,6886,4000
Theshadowstricken,9580,240
Lachlan2332,0,220
Azzcat95,32,4000
Clumsyairplane,2124,10500
Festiveduckgaming,3666,233450
Feyruneda,76,4000
Ffourfive,1,30
76561198097352957,2319,550
Its-a-fido,316,220
Fierywolf29,721,220
76561198092261711,120,4000
Figgidyjiggidy,5152,240
76561198059849113,7580,4000
76561198001589640,0,320
76561198093816684,3670,4000
76561198079316104,1950,1250
76561198090110632,68,220
Thisistayz,96,3830
Petershitlord,7007,4000
76561198091072879,1872,4000
76561198012076358,266,2400
76561198058893933,808,400
76561198059230493,1662,4000
76561198078144206,580,220
Nikier,5,240
Findoogle,212,20
76561198093441769,2929,4000
Aaetcmlk,26,17480
76561198012190714,7,240
Nightmare3456,576,300
Elegiggle322,19,4000
Finnix17,3295,4000
76561198039871727,55,240
Finraypewpew,11423,4000
Killthewildlife,0,10
Firebathz,661,240
76561198086477921,111,240
76561198003094896,1069,550
Firefly_rain,195,4000
76561198059743525,157,3320
76561198012424984,1140,240
Firehalo,21850,4000
76561198064195918,831,42910
76561198067903499,315,4000
Psychofire,4193,4000
Firestarter2001,44,220
76561198077664872,11219,4000
76561198069536961,79,6210
Firnin_hanks,1909,4000
Mfsdb,146,7940
76561198075473858,5618,4000
76561198035451160,90,240
76561198049028241,2901,4000
76561198031524024,0,6850
76561197968951553,0,220
Bails121,2355,4000
Yuhoyeen,915,240
Fishmist,145,220
Feeeeesh,11,3830
Unaffected,56,300
76561198071559369,0,3920
Fissuretf2,1939,4000
76561198007521657,74,240
76561198020271698,143,4000
Colewr,12169,4000
76561198068733081,64,300
76561198086945652,2623,240
Mdrachet10,84,70
76561198078285555,23,240
76561198032750680,10054,240
76561198077013156,0,240
76561198064881562,1246,4000
76561198105423151,1304,17390
76561198051360124,157,240
76561198085562928,0,3920
Flameofnagashi,58,220
76561198075318428,341,70
Bjjh,324,4000
Flagonium,0,4760
Flandersrj,559,220
76561197976214376,4204,220
Flappypants,76,4000
76561198052127706,662,3920
Flatesprofile,11,240
Pancakesss,10,30
Jeremyisgay,7910,10
Flawless01,714,70
Flechertel,213,20
76561198097162323,130,550
Flightmasta,1,240
Co_niko,641,240
76561198028154730,1212,240
76561198069755416,732,300
76561198034942053,0,2100
Flippylejeff,0,70
76561198065833747,132,10090
Flix141,17235,4000
Connorispurple,9880,4000
Thefloppy1,2,300
Floppymop,2412,4000
Officialflorana,624,220
Namesjames,0,220
76561198068784738,1199,4000
76561198047022087,339,220
76561198061775209,4374,4700
Jimmynaar,47,300
76561198024527983,1,240
76561198073481329,925,17710
Kilroy_maddog,5562,4000
Flukii,1,202970
76561198066632440,81,240
76561198097080490,27459,4000
76561198046418559,150,2100
Deleter46,22,12110
76561197968594848,37141,10
Flyerglitch,592,220
Mrflyingtortoise,44,240
76561198056607813,2408,2630
Flyn13,1278,4000
Flyrotam,22259,240
76561198048934899,80,4000
Noxter233,2315,240
Focuslad,14390,730
76561198055135811,14569,4000
Foe99ftw,32003,4000
Fhmmr,0,4000
76561198069934081,71,70
76561198147471031,2608,4000
76561198085726988,4318,4000
Vietsupercar,2379,240
76561198082692488,83,4000
76561198080887049,45,240
76561198020138282,0,2100
76561198027084051,45,4000
76561197981425218,95050,240
76561198044587752,21,4000
Pepperminty,131,10
Eggheads,3180,12200
76561198110959352,1068,220
Forevertorpid,293,10
76561198055866052,58,240
Sneakydninja,124,4000
76561198017286581,13008,240
Jarrodnolan,508,220
76561197999075044,673,220
Szinc,469,2600
76561198057012059,447,4000
Forumjoe,0,10
76561198087142327,88,4760
76561198116801566,3249,4000
76561198050960184,388,220
76561197999172034,156,220
Uw0tm8measlesvaccines,640,3920
76561198049756186,223,42910
76561198073859353,656,15170
76561197986971375,720,220
76561198059167447,1285,70
76561198065054063,1231,550
Rozza1989,0,240
76561198064450401,3392,4000
76561198063896904,2112,4000
76561198053170819,72546,4000
76561198074244100,5992,4000
Frazer77,801,240
Podeirladenunciar,683,10
Tfa_freedom,421,240
76561198071879818,3849,4000
76561198074316367,2723,550
Naeux,97557,240
Sqrroot1,6861,4000
Frank00010,78727,4000
Joshdenn,17,10
Filthyfrankbluth,5,2100
76561198038997293,532,220
76561198097327790,98,212070
76561198059271374,119,2620
76561198091199302,728,4000
Gdy3120,187,4000
76561198041589240,6019,1250
76561198045932885,80,220
113595,2558,4000
76561198036459091,228,1900
76561198047321358,1022,240
Fredericktb,15503,4000
76561198071717735,628,240
76561198068890475,85117,4000
Beautifulgu00d,22282,4000
76561198093371291,9636,4000
Freefyre,730,4000
Armedstevos,54,4000
76561198070867041,162,4000
434238948,29490,4000
Gamerz_united,652,220
76561198086942934,373,550
Neon20,4880,300
Freshyisajetcsscarry,6371,240
Hopeforthehopeless,572,10180
76561197967473231,0,10
76561198079359578,21,320
76561198026395064,783,240
Fridgemusa,4091,220
Limlolhao,239,4000
Fried_bryce,79,300
Bloodnihilist,0,3830
76561198078628977,69,220
76561198067805986,25,10
Tutthetwo,64,3910
Cantkillprogress,44,4000
76561198085097560,176,220
Frikcha,0,220
Frizbonk,4,10
Frizick,2562,240
76561198023731154,0,300
Astrophysicsblackguy,137,50
Gun_p0wder,45791,4000
Cheesegod311,168,3920
Ni7rogen,1746,20
Frogpro007,5825,4000
Bobliest,36553,240
Joex10,5197,4000
Froppz,29,3390
76561198059907954,842,220
76561198092836470,2748,4000
Frostiedafurry,1062,4000
Frostnite,552,240
Ripfrostyrobertashmorewebb,45410,300
Frostyheart,396,220
Frostyblizzard,15,50
76561198057022737,1303,240
76561198041242951,93,220
Frowdiehouse,4711,10180
76561198059036010,708,4000
76561198188011631,227,4000
Frsh_mexican,4735,4000
Thisreality,5755,240
76561198074209912,42,4000
Hnsngiraffe,954,70
Furtado1,859,4000
Ftkzin,559,10
Jj_teh_jetplane,16951,240
76561198053129498,1060,42910
Ghostday,9,10
Sickunt123,8391,4000
Venbeer,1419,4000
Aclol0107,3535,4000
76561198015904026,27673,4000
Adsa579,33,320
Silfe,0,50
76561198045524996,524,10500
Inwpaiyouknow,37,2400
76561198097453013,5744,240
76561198071101884,48,12120
76561198052497676,1541,4000
76561198032422507,288,10
76561198103137933,8,240
76561198074497128,0,220
76561198035063336,143,4760
Fsbw,7289,240
Serafiki,0,70
76561198056461397,11,240
Fummywumkins,372,240
Funclebadtouch,48,240
76561198067106876,102,3830
76561198018544799,166,17300
76561198037013657,5726,4000
76561197962448420,0,10
Plznoticemesenpaiiloveyou,3,20
Imascatman,0,50
76561197975686785,191,10180
76561198047823134,730,4000
Funnyeevee,10618,4000
Funnysuntadm,130,240
Furaifighter,547,240
Furyz619,24,240
76561198082699893,789,220
Futurehunter98,787,220
Hikofuyu,3348,240
76561198057416678,131,10
Fuzionscout,38,240
Fuzzi99,82,20
76561198055911504,189,4000
76561198067596608,328,400
76561197992009166,21,300
76561198058535518,7,240
Xenial,629,4000
76561198172234061,0,10
Celerius,3833,240
Banksyyo,340,4700
76561198072819996,161,7670
76561198057097681,1059,4000
76561198081758919,44774,4000
76561198010653835,5151,300
Jamoffig,643,3830
76561198084132579,0,240
76561198072930493,1,240
76561198024853765,938,300
76561198059241716,8012,4000
Abcdefghijkimnopqrstuvwxyz,1090,240
G1u37ac,22413,4000
Groobqtpie,1767,240
76561198024560500,10723,70
Ilovekhym,63,20
76561198064006861,878,4000
Gabrielteo,1774,1250
Gabbler123,382,220
76561198053522268,0,2590
76561198053433219,651,4000
Pancakes37,320,240
Balancedinsanity,649,2100
76561198084533872,0,240
76561198048946257,45,6060
76561198007914001,243,240
Gamerexq,96,3830
76561198049694183,0,17470
76561198032459795,26,3920
Gamestdai,961,4000
Gamester101,1151,220
2121312,275,4000
76561198066396969,20901,4000
76561198056733657,2038,4000
Cjk258,1079,4000
76561198104117854,303,4000
Gamingzinc,6054,4000
76561198152535010,7029,4000
Aveta100,55,3910
Shortevogaming,288,240
Pandamason,333,240
76561198046186008,0,3920
76561198070403442,292,50
Bonereaper,385,220
Aromortis,0,220
Cooperino,0,240
76561198064596853,3216,4000
76561198067309171,928,220
76561198069673484,7628,4000
Ittalics,122,300
Gatmek,72,1510
Deleteme14,5258,4000
Gatsukama,0,10
76561197988809817,914,4000
76561197968154216,14,10
Gawzilla,632,220
Jesusandniggas,5699,4000
76561198067193698,2307,240
Presidentialhomo,5350,70
Ichorus,638,220
76561198050017520,216,22370
Maninipuncakes,155,4000
Gazza9900,835,240
Reijimate,6085,4000
Wiglegza,12170,4000
Gc_quad,141,4000
Adrianhogan,482,4000
Oneandonlyswagking,11278,4000
Gedehamsen08,1444,3830
76561198036950468,888,4000
Kanthius,221,6880
Moistflaps,57,240
Gee3332,1,1200
Shumting,184,17390
76561197984077872,0,300
76561198068555014,506,4000
76561198153259448,1868,550
76561197998925934,789,240
76561198049882154,0,4000
Fakesmg4,46502,4000
Sugarcane,0,20
Generalbutface,303,105600
76561198007277781,533,3920
76561198067872136,149,220
Genericnerd,867,4000
76561197969946076,15345,10
Hourlycookie,3810,3910
76561198001508595,1127,220
Cheeley,695,220
76561198089660885,265,4000
76561198096660852,2831,550
76561198050723809,1525,204300
76561198022148624,2421,240
76561198064384122,34,4000
76561198027548818,1522,220
76561198081680613,1010,4000
Geochime77,129,35700
Geodoomcraft,43,50
Geoskio,799,220
76561198049424642,21264,4000
76561198262719220,1,268850
76561198046976160,91,220
Georgemar323,62,240
76561198036127792,824,220
Georgeouscz,32,1200
76561198134334226,56,240
76561198093198107,600,550
Gywnbleidd,307,220
Xxgeronimo,26,240
76561198067914627,1369,300
76561198085432440,3665,4000
76561198061509352,389,4000
76561198044861885,0,46540
76561198041633458,5997,240
Mathewwest1010k,20,240
76561198051582488,40,240
76561198135174028,477,24800
76561198073209907,0,2820
76561198089703993,8397,105600
Regalgjblue,994,300
76561198062979235,4582,4000
76561198028732629,14191,22380
76561198079463900,4313,4000
76561198101422477,1,240
76561198078321910,237,17300
Tjwellman,15354,4000
Jon4hh,53,4000
Ghosts1,15,240
76561198072365224,1100,4000
76561198080302623,1116,240
Thekangacommando,0,220
76561198006261864,17,240
76561198083781958,26094,240
76561198050683479,5441,4000
Leandrogomez,64,212800
Gienel,13703,550
76561198020361485,498,240
Gigs44,344,4000
76561198069834301,76,13210
76561198026468073,455,4000
Chillio,0,2100
Gilly747,522,4000
Gilsham,77,300
Darckbrgamer,6174,8980
76561198049946995,20,1520
Ginger_khan,57,2280
76561198014031149,31616,240
76561198074735312,637,7670
Ginger_ginger,0,4000
76561198090917183,159,42910
76561198089355998,5560,4000
Haophung,901,4000
Girodata,906,10
Joshooaa,759,220
76561198081717091,2050,4000
76561198013535273,25606,240
123232343432555686888554456555,76,240
76561198057933467,327,12120
Gl0wing,2685,4000
76561198043573532,120,240
The_glados_gamer,1,240
Gladtohelp,12,8140
Smiley_riley02,18819,4000
76561198065212900,28,240
Gligor,2840,10
76561198069082998,623,24240
Buddy2k6,201,4000
Evilcow156,54,10
76561198058621408,683,240
Glovebox77,666,2100
Glynd,3,10
76561197971634172,42,10
76561198040344538,101,240
Ratgnomekingkeem,1518,4000
76561198094044869,48,10180
Adenkennelly,11258,4000
Htkbr98,6763,4000
Gohardinthebrown,2227,240
76561198057307730,176,240
76561198068564533,17624,4000
76561198065695402,1215,220
Jellyyfishy,280,4000
76561198052489047,80,42910
Youreallcunts,0,240
76561198073688203,0,3920
17731773,3113,620
Gobs14,56,220
76561198053131374,90,500
76561198061021230,280,6860
Fishcheese,399,240
76561198094506526,2274,4000
76561198104750935,7206,4000
76561198046516793,264,240
76561198070621937,2901,4000
76561197989466381,0,10
76561198003797639,0,20
76561198083801480,7344,4000
Thatguyhasreturned,9506,4000
Nickmagnus,4,300
76561198079641567,489,240
Khaooschannel,321,130
Darkdwaler,12818,240
76561198060905444,10,4000
Nksjdbjkdhbdihyvib,3248,4000
76561198062377616,5180,105600
Azza213,34,10
76561198089229212,3806,4000
Saturnyplace,893,220
Lividos,0,220
76561198085686437,3672,4000
76561198083941171,1515,4000
76561198077275799,1962,3920
76561198050452751,697,220
76561198048557313,34,10
76561198025028245,175,20
76561198035448798,0,4000
76561198050501065,0,12100
76561198089724894,552,220
Maccanb,199,4000
Halofan360,236,300
76561198103433951,7511,4000
76561198045715695,7,240
Dapperlook,146,240
Goodsirmortimer,894,3920
Goofytim,0,2100
76561198131417376,2555,4000
76561198040783718,43196,240
76561198075435799,2679,4000
Drhax173,98,240
Godfreyy,25,300
76561198054691172,57,240
Foxlets,3857,4000
76561198046448919,0,2400
Goose01,8254,4000
76561198052668944,1409,240
76561198057453677,379,8140
71124,86,220
76561198001462907,108,10
Theghostofbowie,201,220
76561198077903313,1267,4000
76561198041351258,18,44100
76561198057970914,135,220
Ebil6177,122,3920
76561198079339807,32,240
76561198074508314,38,20
R4p3f4c3,308,7110
76561198072829528,315,730
Name_not_found,873,220
76561198091081910,18615,4000
76561198054216024,2962,1250
Vyndoril,14,10
Chamith,11144,105600
Waddledaisy,2695,4000
Rotomaniac,0,3830
Chick3n-sam,57284,4000
Siegheilgrammar,322,4000
Lachlan321,84,240
76561197963549028,1470,10
76561198044114723,1839,4000
76561198069896099,1777,4000
Grant186,8847,4000
76561198069992668,7131,4000
76561197977470391,63,10
Grasp544,215,2400
Gravalanch,2320,240
Gravalteration,14,240
76561198020281399,12789,240
76561198042376148,0,300
2greasy,391,12200
76561198058242285,45,240
Oattt,2901,4000
123456789874561232145678,463,3830
76561197966165673,0,10
76561198079651012,13833,4000
Gamergee,8415,240
Greenfuzzie23,1885,4000
76561198092644744,1527,4000
76561198029225542,168,13210
76561198120774355,1,204630
Jessy1237,27,1200
76561198019796611,163,2600
Hydesotherhalf,85,3320
76561197985250410,502,220
76561198098920303,42435,4000
76561198100094390,12333,4000
Grim1928,0,20
Gru69,60,6880
76561198042913128,0,2100
76561198065918572,307,300
Grimloch08,843,240
Aceshot5,11140,4000
76561197997860947,48,6980
76561197991992793,17,70
76561198022915154,1921,240
Grimsolo,290,70
76561198085679048,587,23310
76561198096869104,140,304930
76561198073846178,108,220
Gristy,362,10
76561198009848111,12505,3920
76561198038665169,357,240
Veelee,543,10
Groggubus,0,10
76561198085780775,961,220
76561198072465460,38,4000
76561198078595101,174,220
76561198054782837,0,10
76561198034671342,12412,4000
Cheesenot,0,23490
Turb0charged13,500,4000
Imsodonionringsrightnow,0,220
76561198004581192,88,320
Sir_incognito,1360,240
Gruzzlybear,11,220
Gtfomylife,0,20
76561198072332712,1017,4000
76561198060502143,1198,220
Terenator,504,300
Jumby109,428,240
Mrasmus10,0,50
Gakmakmak,301,24240
76561198095102665,1535,4000
Gularies,1116,12120
76561198076519474,2469,4000
76561198047244034,620,220
Gun5_0n_wh33l5,4920,4000
Jinetixd,2594,4000
Nonono07,3,23310
76561198028289393,27,10180
76561197978235192,3953,10
Gunnerguy44,957,4000
76561198069758467,1059,4000
Playerize,39,10
Kurtz70,0,1200
76561198060334506,0,220
Xtremeprimus,280,10
Nipplelicker4000,3923,220
Guruhumdymumdy,344,240
Angusstew,4389,4000
Gusmun,618,4000
76561198005889349,441,240
76561198064858128,878,4000
76561198009887832,4574,220
Hmphhh,194,300
Noahy,102,220
Thuum,0,500
Guyincognitotheawesome,574,240
Guypoope,58,220
76561198067007251,158,220
76561198065127669,292,4000
Howwecanwinifjustwaitingmate,60,220
76561198061000517,1784,4000
76561198028773588,2255,1510
Originalurlid,12624,4000
76561198044097743,4592,204300
Gyrosc0ped,311,240
Crispy_critter,0,20
Hobom8,60,400
76561198047486142,994,240
Xiaocici92,348,4000
76561198045942232,25,4000
H34vyb0lt3r,106,220
76561198050546597,83,50130
76561197960580457,9,10
Apinkforever,153,4000
76561198078310429,10,4000
Habbalicous,9283,320
76561197962023392,402,10
Black42x,0,240
4545451111,200,4000
76561198059622971,3434,220
Awdawdawdawdawda,30866,4000
Hacksz1,748,70
76561198045762353,138,3330
Hadougun,0,1200
76561198053450442,171,4000
Opopoopo,1851,550
Hakimaro,729,8140
76561198050238854,13625,4000
76561198059748528,88,4000
76561198041740640,0,4760
Halycontiki,15934,10
76561198096921300,145,220
76561198084055732,188,320
Halfnakedsoldier99,3179,6060
Halistrogue,17,10
117arbiter,1879,4000
76561198047269152,888,4000
Grandpaplaysgames,2079,240
76561198067929501,167,4000
76561198007575596,35,240
76561198112280759,200,15120
Hampkade,3719,4000
76561198098889274,2458,4000
76561198066515494,1098,50
Everydaycasualmike,1,4000
Hamwich222,2277,240
Iamsytrix,678,70
76561198198021682,0,500
Darkzeroz,180,240
76561198051511620,593,4000
Cakeopan,6387,4000
76561198003528524,1814,240
Handy_jam,278,4000
76561198073062432,621,204030
Hango115,1182,9480
Onetruelegend,1990,4000
150230,147,6850
76561198032602707,18,8500
Myturtle,254,220
76561198053572129,1085,1520
76561198062092163,8,2400
Ejthesnakehunter,1667,4000
76561198057263232,8486,4000
Tresneaky,2019,240
76561198077260594,911,4000
76561198004924076,42,4000
Magnetsbitch,211,10
Leafthefur,6535,4000
Fmtpp,1926,4000
76561198061502870,272,6060
Desreveri,651,4000
K1l2l3y,64,70
Xxdeadskullxx,3334,4000
Alexisseal,18672,4000
Custom666,1242,220
76561198065756613,0,10
76561198068793777,525,240
76561198076725117,65,4000
Dontreee,237,10
Nubthat,400,4000
76561198104428121,1870,4000
Raisinsanddragons,236,240
Pingu4life,2984,4000
76561198046166277,940,4000
76561198036695284,0,4000
76561198053745216,32,300
Xharbor,32,10
Loki713,1,220
76561198078477679,1447,240
Marcush,71,4760
Harley-the-hyena,1,240
Snowdelameme,80,1300
