user_id,item_id
76561198027122657,300
76561198119345370,4000
76561198017205526,220
76561198064710856,4000
76561198064157979,300
76561198077871850,1200
76561198040532631,240
76561198004670188,220
Epsilon22,240
Metaldemonslayer,50
Swatx007,4000
76561198091152936,240
Gravspider,4000
Mato__,10
76561198080889775,1200
76561198048191274,4000
76561198018561494,4000
76561198053663133,4000
Nathan3197,10
Breezygmr,2630
Spongyguy,4000
76561198002527794,2700
_feza,10
76561198035341650,240
Mf2_profile,240
Suchgaymuchwow,4000
76561198086963817,4000
_vertycal_lol,4000
Legionoftalon,4000
76561198073329158,4700
Enderlord,4000
76561198017394725,240
76561198038259400,1200
35353534,220
76561198065983232,4000
76561198032342513,300
76561198006581358,3810
76561198077911827,300
76561198016458849,8000
76561198051314722,240
76561198085099625,4000
Criss0087,10
Mrgamer370,4000
Ryuuuuuuu,4000
76561198067415955,4000
Kurejieru,220
76561198060375856,4000
76561198084195060,220
Frapplebats,3920
The_squash,3830
L0rd117,22300
76561198062150407,4000
76561198009663359,240
Ttam5450151,240
Andreshige,4000
76561198092104105,4000
Druxyyouth,4000
Gandpug,300
76561198090785035,17390
76561198065662487,4000
Grimroaeos,240
Benny3888,300
76561198063412754,4000
Retentivepig20,4000
Shadowsglory,10
Akiaari,4000
76561198093921826,92800
Teknoe,240
76561198070413694,4000
Semisalad,4000
Vnkat,4000
Zeturtle,240
Shooterhunter,10
Rushes99,17080
76561198090697615,4000
Dom5531,240
Chubbybunni,240
76561198058964311,35700
76561198098536235,224260
76561198074766582,550
Dat_david,240
N1c7,300
Mudzkipper,220
76561198097885305,4000
76561198068546969,240
76561198088865993,220
76561198044231314,320
Xalibe,240
Seamayk,4000
Thad33m0n,300
Djinniecontact,240
Rwby_rose,4000
D35tr0y3r1,4000
76561198057412559,2610
Joreil,240
Dead5,4000
76561198053721371,4000
Archangelitherael,4000
30699,4000
A_pile_of_lag,10
76561198097857735,218230
76561198093244874,4000
Zepavil,4000
Yibb_,20
Mynameisauz,50
0x426f,240
76561198068549781,4000
76561197996576526,10
Uncle_lime,4000
76561198025409181,4000
A4fg44as54g,4000
Dalek869,10
76561198051082631,4000
Eric0417,220
76561198092305052,4000
76561198093185320,4000
Bindisposerer,300
76561198055065409,10
Guileh,4000
76561198018736748,2100
76561198071505477,220
Ihopethisurlhasnotbeentaken,4000
76561198104999290,4000
Cryosector,4000
76561198044027001,4000
Trackfight,220
76561198075407624,4000
Twaskungz,4000
Erggjmuyg,220
76561198091003692,4000
76561198090818363,220
76561198098061553,4000
76561198084495414,4000
Force445,240
76561198076445412,4000
76561198051434179,4000
Jame_like,4000
Kururugeno,4000
76561198093838282,4000
76561198014598014598953,240
Shadowman2309,240
76561198108226847,4000
76561198099270623,4000
Hvf,2400
76561198088560485,4000
Mrtorxz,4000
0814551,4000
76561198115884892,4000
Reivehnfliyt,10
76561198155122205,4000
Symbolize,300
Gotaki,3830
Kaboku,4000
76561198091636035,35700
76561198082622016,240
Jason2305,4000
76561198039356402,4000
Database404,70
Famouser,30
Vampirespyjl93tf2,2500
76561198090020454,4000
76561198086581134,4000
Fakmuther1234,4000
4tiles,3920
Zombiebiscuit,300
76561198092225388,4000
Tenshichan,1200
Hotsaucdo,10
76561198093276380,4000
Oddsocksr,4000
Hirutha,10
76561198063370658,8190
Roronage,4000
76561198060919843,300
Nizamrahman,10
76561198062785129,4000
76561198083176801,4000
00690069006900,22300
Intranze,10
Lavox,4000
Nattapat474,4000
Renarenarena,240
76561198051265484,550
76561198097453305,4000
76561198096899089,6060
76561198022316167,240
76561198094193531,240
Dvorak33,4000
Katsukiyuu,4000
76561198089961001,4000
Aestheticsvaporwave,220
Chinsteam,4000
Dapohtehtopuncake,300
Uve-seen_nothing,22300
76561198023941127,220
76561198072840736,4000
76561198077975515,1200
76561198096008776,220
Dezcookies,10
76561198077793852,4000
Matounc,10
Engynoob,8000
Whispersdispensersentry,4000
Recong,4000
76561198021482710,12120
76561198074646095,4000
Arpek,240
Jojor045,220
Csmisbeast,300
76561198033472736,300
Ishpee,220
76561198060440669,220
Random_cow,4000
Alphonsus123456,34900
Tuccer,220
Luckybeg,220
76561198084042712,4000
Fishythebest,17390
Aushtin,70
Asianbanana12,730
76561198075635048,4000
Shravz98,4000
76561198220237531,105600
Seekthedarkness,240
Iiriggz,4000
Wizzfizz01,220
Fps-mike,4000
76561198076634427,4000
Doratheinbred,10
76561198007799026,240
Heavykiinthesandvichborn,240
76561198075694490,24960
76561198058955764,10
Mrnuclear,4000
Viper1999,300
76561198071334632,4000
76561198087445400,10
76561198055819674,220
Trulyseveral,4000
76561198072742687,105600
Siddhugoge,70100
Perrocallejero,10
76561198061783922,22300
Acetaco,4000
Dr_mudd_12345,4000
Thecubeyroad,4000
Spongeyissweg,4000
Dylbugs,2100
76561198159037032,4000
Scorpion1903,300
Lovefayeforever,4000
Paw_ftw,240
Yomani,220
76561198086235655,4000
Snowangelsdream,3920
76561198075068290,4000
76561198060150729,240
76561198066794851,4000
Hobohomeless,220
76561198067209151,13210
Mrsharkst,4000
Xxxmemesnshitxxx,730
Memes2k16,23490
3021daniel,240
Icereece,2100
76561198063132788,240
76561198079324157,240
76561198086884048,4000
Crashii,10
76561198081011232,240
76561198092542343,4000
Noirelovelove,4000
Sleepyviolettechan,220
Aussiefella_69,4000
Ramarizandre,550
Lilbkbx,6860
76561198097380783,1200
Nodesull,2400
Uniisbestwaifu,4000
76561198086595056,3830
Cottoncandyhusky,300
76561198054390879,4000
76561198082760506,4000
76561198068792113,10
Saintfox,70
Avtomatkl,220
76561198059845202,4000
76561198093183927,4000
Pharr49,300
Mikuahenak,10
Duckiekiller,4000
76561198072028129,240
76561197978409306,220
Sneaky_boxman,300
Otorhinolaryngologist,4000
Blazythemayordevil,102700
Drdoob,4000
Eepftw,4000
Alex_feed,4000
Generalhavoc_,550
Jakkpro895,10
Ameelahmed,4000
Analfelatiothecircumsoldier,220
76561198045129491,4000
Crypitx,23490
76561198085869763,20
Drstem_drstem,240
76561198097226238,240
76561198087982200,240
Hughesyonpc,4000
76561198130550472,240
Jahmezgamingofficial,4000
Joker367,240
Jz4012,3830
Cozone,4000
Riasofthegremoryclan,320
Thecompl3x,10
Gyratepirate,4000
76561198082441881,550
Ultrararepepes,240
76561198046360205,1520
Pipplekipple,240
Eeebbb,4000
Prymexus,240
76561198073184460,4000
Lifeofllama,17410
76561198094532627,4000
76561198063988555,4000
G0ldguts,220
The-dunktown-express,40
76561198081698325,320
Sophop_chicken,70
76561198199891675,6860
76561198023367183,10180
Beast_m0de,240
Celvn,4000
76561198090750986,3330
Whaddayutalkinabeet,4000
76561198073991990,1200
1234567890192837465,240
76561198091127650,10180
Projecteldor,240
Shadowxlucario,4000
Micropie,4000
Xdeadlymoonx,12100
Biozad,620
Arby6784,220
76561198098136638,4000
76561198047295171,220
Gsgamingbr,4000
76561198086791205,10
76561198023057730,240
Pootube69,220
Kanarya08,220
Divmehz,240
26292919,1200
Nayeonisfab,4000
Finnale,1200
76561198093773229,4000
Mrrockerz,4000
Howlapus,220
76561198008196073,1200
Teachmehowtosoli,240
Razzzzzzzzzzzzzzzzzzzzzz,4000
Eddiedankmemes,10
76561198070839120,4000
76561198046830679,70
Precisionist,240
Lmn8rx,4000
Chakayourlaka,4000
Deanoxhill,10
Therealmeatymate,240
Samuelx5,300
76561198056693884,4000
76561198104201240,4000
Goodlooser,4000
Lennysan,550
76561198068627363,22300
_exodus_,4000
76561198019442854,6880
Hermannwolffen25,300
76561198098482126,240
76561198032376223,240
76561198059286499,10
Potatosaun,240
Daolik,240
Derpydragon1234,240
Daneye,10
Videogamedunderly,70
76561198066698645,240
Mrbrightside_kent,4000
Mersphire,4000
Finnzag1,220
Snakrobotza3,220
Animepussy,240
76561198045394882,1250
Jupacka,220
76561198048088970,240
76561198094413234,220
Lonelyom,4000
Theno1panda,4000
76561198107601321,4000
Linlinlay,550
Rarejapan,220
Ultimateturtle,240
76561198090587256,105600
Borgsy2revampedtv,20
Zioserpe,17410
Gloomyb36,10
76561198069674760,4000
76561198084139327,550
76561198045724671,550
76561198044886922,320
Blking,240
Shaquilleoneal,220
Sushisushii,1250
76561197987835955,10
76561198090873571,730
Neonfoxwastaken,4000
Jasrad,4000
76561198119691766,4000
Grundle6,70
76561198079921152,320
76561198060623535,4000
76561198082828390,295550
Steam_fx-,4000
76561198129380421,4000
76561198100665500,70
Pirate0724,4000
76561198058249980,620
76561198094760966,220
76561198056657904,240
76561198068538206,4000
76561198089787469,240
76561198089037205,240
76561198036848588,220
76561198109068932,4000
Grunnano1,240
18082001,10
76561198062336903,4000
Ifyourreadingthisgetdunkedon,3830
76561198029589709,34030
Imonyouutube,240
Pritchardgsd,10
Sam_mindyourbuisnesslove,4000
76561198054772649,240
Mrprovidings,10
Deltasauce,20
Gaben_z,1250
Linkuslankusgiveuschankus,240
76561198072266226,220
6golf6,4000
Mayshowganmore,10
Tzarius,10
76561198072050238,4000
Insenzato,4000
76561198056894326,10
Keyigor,400
Ejwild,4000
Secretmessage6969,4000
Cydran,10
Xx_cykablyat_xx,4000
H-3d,280
Wolop,220
Fattyahead,240
76561198064865352,4000
76561198036009481,4000
76561198067546287,4000
76561198111094443,4000
Gaffyareawesome,4000
0305089,240
Btml,240
Lthw,220
76561198049338710,40100
76561198044883812,220
76561198044060397,70
Jame342751,4000
Piepai,10
76561198074764148,207230
Hecticfart,240
76561198078158380,4000
76561198218523079,4000
Ninja0123,4000
Vinoexe,4000
76561198047794908,3920
Jodorp,4000
76561198057953245,240
Gileslodge,320
76561198028330335,4000
76561198036780547,4000
76561198023027247,240
Party_ftw78,4000
Jonflav,70
76561198076240240,220
12312312332123,4000
76561198034085484,220
Staphstalkingme,4000
Headshootplay,10180
76561198101401653,4000
Deathintheafternoon,10
Pilldc3,2400
76561198016066771,240
76561198066917805,4000
Keemstarisgoat,4000
76561197999949472,500
76561198086885214,1200
Gamesniperstudios,70
Mimmata,10
76561198031462148,10
Blackopalandlevi,3540
Engfoipewng,240
Darkking2098,10
76561197992465037,220
Dopehat,4000
76561197993185475,300
Gsnake09,10
76561198073280697,23490
76561198006896411,13210
Yakuza6000,550
Topkekhehe,240
76561198046777861,240
Giaru5,2990
Bobby09890,4000
Ryanoiscool,22380
Lachiejr,4000
Taithius,240
76561198075003490,240
76561198043319694,240
76561198054605641,4000
Shirazzledazzle,4000
Dracklrye,240
76561198094550513,4000
Deawcation,4000
76561198056636850,550
76561197975369524,10
Sittenkittenmitten,10
76561198030656430,10500
Oldsauce,4000
76561197990655365,70
76561198057519270,4000
___plasma___,10090
76561197977767929,10
76561198081026741,240
Wer38,10
76561198100305188,17080
Thewalrusaus,2620
Wallfinstein,10
Uberscape,280
Queenjesus,400
76561198057786839,4000
765611980577,4000
Imbackbbs,220
Momsspaghetti313,70
76561197965157441,10
76561198011498226,20
Luk3yluke,10
76561198060719142,17470
Communiggersunite,220
Bestintheworldthund3r,4000
76561198032588285,4000
76561198051686686,240
76561198057065903,4000
76561198094654634,4000
Minecast24,240
1032165460,105600
76561198086703403,20
76561198068150233,4000
095732,4000
76561198092473445,220
Dandeshit,4000
Lf4fer,4000
76561198088082495,4000
Fourzazaza,4000
Luk_muller24,4000
Hybrid2000,10
76561198018293914,240
Eren3440,240
76561198045746510,550
76561198073504291,240
76561198025732569,10
76561198009569147,240
Highcontrastphotoofspagetti,240
111222333444555666888,240
76561198070319374,4000
Reaganomical,240
76561198045558535,107100
76561198077032945,4000
Emango18,4000
Sachk,4000
Adsonification,320
76561198045563167,240
76561198049020289,300
Haza856,4000
76561197994453514,240
Lasso133,4000
76561198062537635,300
10degree,240
76561198066916411,4000
Fishfacecupcake,4000
Ivisbetter,220
76561198087020804,4000
Andydds,300
109leonidas,3920
76561198090150367,4000
11xgx,220
76561198066067219,300
Forbieden,4000
Acualyisdolan,240
Elitelurker,220
76561198033459774,4000
76561198106612453,4000
76561198066170298,10
76561198048139936,4000
76561197971059162,220
76561198072798256,240
76561198203305963,50300
Gamefreak2401,4000
Blokniper,20
Sparkmastertape,4000
24cmruler,240
76561198029334441,3830
76561198080248619,4000
Xx420blazeitnoscopexx,240
Erangaea,17480
2sbs,300
76561198055528217,4000
Lionheartzero,220
76561198059294520,4000
7bk,4000
Destinyzfate,4000
Dontevenbothercheckingthis,10
Kaiharder,4000
76561198098481576,240
Ryno69445,3320
76561198041277935,240
4321louis,4000
76561198058835649,4000
76561198060337601,220
76561198066272393,4000
76561198030902576,2100
76561198075664291,4000
76561198049705782,40100
76561198097881853,4000
76561197981278253,220
76561198085255228,2400
76561198072579305,3920
Hhuszar2002,240
Hiraethcsgo,4000
76561198073732200,220
7otato,2590
76561197999950404,4560
76561198003546877,220
76561198053145578,240
Therealkindofpie,1200
Youaredednottabigsoupprice,300
76561198025793281,10180
Haoliu98,4000
76561198080905114,500
76561198067090094,4000
Dotcomplicated,10
Vaughanpwnyou,240
9mcgusto6,20
76561198093088804,4000
Spectaclespyrovis,105600
Puddingtip,4000
76561198092333882,4000
Yousnownothingknowjohn,4560
76561198081511281,4000
Mikuloverhachune,220
Jamespetriesteam,4000
Tiddlyswink,320
Dirklah,10
Mittenface,240
Smitty_werbenjagermanjensen,20
76561198081487159,4000
Mrjames7,320
76561198042321486,240
Mrredo10,4000
Availn,50
Kharmakazi,15620
76561198007668640,4000
76561198073061224,4000
A8bb07sh,320
Farley69lol,4560
76561198035863799,220
76561198045684734,3920
Brolance,10
76561198089787987,10
76561198073809841,4000
Swiffdeath,4000
76561198081869264,4000
Dodoperra,4000
Yayafirpie,220
76561197997318097,220
76561198075160668,220
76561198092367387,220
76561198015511443,10
Diabolum,20
Jacob8866,4000
76561198086846878,220
Payback_theheist,4000
Rabajaman,220
76561198136368425,4000
Whiteravinx,2400
Tbxmercury,7670
76561198061257862,4000
76561198077591709,4000
76561198014159039,4000
76561198057042886,4000
76561198069243620,7670
76561198055539974,8980
T00t_t00t,104900
Fanofreeman,70
Kelaeden,240
Coolasfcuk,220
Owlake,320
76561198054383849,240
Briarious,10
Usa000,240
76561198078957196,4000
Aznrava,240
Prickmail,400
76561198036704077,220
Barbas1,4000
Elegantskullmid,4000
Dragonsheart,3830
Blaflum_lum,240
76561198055552726,220
Thecakeisaly,4000
76561198160501969,550
76561198010391123,4560
76561198004096868,4000
76561198044206239,220
Mr_cat,70
76561198062723896,240
76561198052591067,6060
76561198068257561,4000
Thejasperthecat,23490
Noobishmowa,4000
76561198061639357,300
76561198046759141,240
76561198032570194,240
Strik750,70
Hoovyspenser,4000
76561198067257274,4000
76561198046104139,10180
Sexymansexsex,2100
76561198053183010,4000
Bulblight_,240
76561198068137015,4000
Twulz,4000
Malanma,240
76561198085714649,4000
Aroundwayotherthe,4000
76561198093932146,4000
A4nic8er,240
76561198086790598,4000
76561198076344596,4000
12391939123,2500
76561198065691714,220
76561198102318751,4000
Aaronryuchi,4000
76561198042914858,3540
76561198011212454,4000
Rimisaccount,70
76561198090867859,240
Abion,240
Imnewtolol,4000
76561198074932367,240
Thebluepyro,4000
Pshd,4000
Rhinoza,10
76561198070477830,4000
Rakeial,10
Maxwelltruth,220
Abusenab,240
Daquestomondoandiamamanivuote,10
Ac3_,620
Aceofspadesfg,220
76561198065388255,6060
Hugh244,4000
76561198089228252,4000
76561198071596600,4000
76561198040104199,4000
Brandonalpha,240
76561198085825441,4000
Actionmedic,300
76561198203231843,300
76561197998875095,240
Wuhooo,4000
76561198067306981,240
76561198071378635,10
76561198049787563,550
Adman44532,4000
420blaznnoscope,3830
76561198075240178,300
76561198027546860,240
76561198048748073,4000
Marko101,10
Adders,10
Chaosbrony,4000
76561198017768074,4000
Aden720,8190
76561198084528686,3830
76561197968284494,220
Dandan472,10
Heavygoingblah,8190
76561198037702238,70
Kab4002,10
76561198044090729,10180
Wulp,4000
Admiral_skye,240
76561198060811426,10
Adnurak,2400
76561198045268866,6860
76561198051018330,220
76561198067070151,20
76561198082038852,4000
Efficentct,20
76561198055123094,4000
A_d_t_r,240
Hochingmongoloid,3830
76561198046446031,220
Mcconnorhey,240
76561198087934431,4000
Omegaunlocked,21660
76561198060720467,70
Aerospite4life,240
76561197964072195,10
76561198058251735,70
76561198044353999,1250
76561198027367190,320
Volatilechaos,4000
Aetosclavicus,240
76561198073418523,70
Afromonster06,220
76561198019743758,240
76561198037484282,240
Xyphien,3320
Ciaagentp,4000
Iampainiscupcakeiwilleatyou,400
Shiftyz13,300
76561198072057950,4000
Agentday,4000
76561198094255275,240
76561198035136096,3320
Apexagera,3920
Zealva,220
Agnt007,6060
76561198044427513,220
76561198069476398,22000
76561198058085849,240
76561198050713973,8930
Ahmystic,220
76561198037214476,240
76561198059318725,4000
76561198065776341,4000
76561198041151522,240
Sickdardsrus,4000
Aiiiy,4000
76561197981584787,220
H34sh0t_r3kt,240
76561198028290577,220
76561198023347592,240
76561198091794114,1900
76561198067716040,3590
76561197975863549,220
76561198051306831,220
Ajgangster,300
Ajhgfa,12160
Ami_ajimu,4000
76561198000398475,300
Akaeti,10
Ukraineprotector,2800
Codenamered,620
Oldxz5vt,4000
76561198042182226,4000
76561198097083712,4000
Magikarpmagik,4000
76561198068702328,10180
Akkem,220
76561198046446009,42700
Blackniggers,240
76561198103368485,240
76561198036634812,320
Packdaddy,220
Kylebirkett,220
76561198008241908,2600
76561198058847224,240
Albinoshaun,240
Bdpk,10
76561198055348387,4000
76561198066523573,220
Aldinsanjaya,550
Alek117,4000
Aeioulmao,220
Sharkalena,10
This_is_my_link,220
Isapervert,4000
76561198100050147,4000
76561198032126834,4000
Trixiehimself,4000
76561198067673843,4000
Avdl,40300
76561198051027094,4000
Snakeyboy,240
76561198051511947,227940
Apex124,10
Alextheninja007,4000
76561198059589725,70
76561198033451334,45100
Azaray156,4000
Ozulnyx,20900
Slendersash,4000
Axt5,4000
76561198077034425,220
76561198042178595,220
Goblinop,4000
Allan94,730
Oniityan_h,17480
Amarethepegasus,70
76561198065247420,70
Almightyshippo,1200
76561198032586095,3830
Sorrentor,20
Aloe2020,4000
Antipodean,220
Thealpharabbit,4000
76561198071421680,240
Juzy1,4000
Agusdemyx25,3920
76561198053399205,4000
76561198041061206,300
Twunka,220
76561198063082317,3920
76561198060253836,20900
76561198062396491,220
Alphix1,240
76561198037745745,4000
76561198034086833,4700
76561198082160445,4000
76561198052744170,4000
76561198089179751,17470
Tiago_henrique,1200
76561198082634963,29800
Aluriana,4800
76561198096659054,4000
76561198154725934,4000
76561198060713420,240
Reggit,70
76561198093242240,34900
76561198091698759,4000
76561198087570173,50
Valiantstar1,240
76561198050874222,240
Amfaz,240
Amisrs,4000
76561198031336086,240
76561198040562006,220
Averageperson,220
Baabaacowsheep,240
76561198072207162,4000
Scarabtarices,300
76561198052020365,4000
76561198081009511,220
Duck6797,220
76561198126054808,240
76561198071095077,4000
Finn103guitar,240
My3ds,220
Ancientartofdaisuki,10
76561198025256638,220
76561198064945807,4000
Epicbananadotcom,3920
Andocommando24,4000
Andopando14,220
76561198050364214,240
76561198088290361,42910
Lord_andromeda,730
76561198058406123,240
Yzol,15620
Sostom,4000
76561198017792294,240
Anefia,4000
76561198040609257,4700
76561198055352344,4000
Americanhistoryx,240
Angel939_anime_lover,240
Angelicpanda,4000
Fraybae,300
Oscarstone,4000
Monsterimported,320
Yayyayhappy,240
76561198062230377,220
76561198084602432,105600
76561198126495215,1900
76561198028174209,70
76561198083313051,240
Seahunter9,4000
Swiggins,220
Animax117,240
Weeaboojhones,4000
4567cabi,4000
76561198019282384,240
76561198068899807,4000
76561197993591260,320
76561198096138283,4000
Scrubydubydoodle,20
Ohsotoast,10
76561198050624870,240
76561198136591286,240
76561197990934286,30
Aog2530,4000
Manifoldkinesis,240
76561198081838836,50
Anthoid,4000
Anthro93,1200
76561198041362390,3830
Ihatecoathangers,240
76561198066363324,4000
76561198095210989,70
Sprocketw,300
76561198094780411,1520
Thegroovehaarp,220
76561198062839654,22300
76561198041597333,240
Anykylator,4000
333666333111,4000
76561198072653087,2400
76561198045212236,4000
157645,10
76561198078439456,4000
Xxtrickxshotxx,240
76561197968620326,10
Theapachewarlord,300
Type-kyun,240
Aperturenc,240
76561198098335206,4000
76561198042492496,240
Yaboymarco,4000
76561198011135689,15620
Plasmaluna,240
76561198122124339,4000
76561198071833009,4000
Olivercooli,220
Theapricity,4000
76561198014328586,4000
Itsaqtivebitch,4000
76561198092448741,4000
76561198083015213,240
_aquasock,220
Aquasurge7,4000
Cbfguy,4000
Sentinel07,220
Arachula,500
Mjrawsm,220
Flamingpenguin,10
Kuronishix,240
Miss_pauling,4000
76561198027233818,4000
4rch4ng3ll,4000
Archangel147,10
76561198034565104,10
Archaonavenguard,240
76561198043925310,4000
76561198107458237,4000
76561198047877732,10
Bestgodamnbirdlawyerintheworld,4000
Arctek,220
95may,20
76561198018152628,240
76561198047183855,4000
76561198084109041,220
76561198069538518,105600
Ares_the_cookie,240
Aretokas,280
B-b-b-baka,4000
Argentinasaurus,70
Ariakwolf,300
76561198045675360,3320
Ariito,4000
Teeethem,240
76561197989615671,10
76561198075157489,4000
Archanoid,10
76561198072125896,4000
76561198014753437,6250
Armageddon1213,4000
Nooneyoulike,4000
Friedwatermelon,220
76561197960288186,10
N00tnoot,4000
Arril,4000
Liron-s,10
Taniks,70
Arshvein,6200
Gypsyisgayfuk,4000
76561198059144568,4000
76561198084889581,500
Teider,4000
Arthurdead,4000
El_vonzo,240
Viceflin,4000
76561198009202785,320
As3h,4000
76561198090729687,320
Dayyyy,3920
76561198051585998,4000
76561198061650490,220
Chiquen1,240
666101,10
Ashxasiimov,20
Ashrill,240
Twilightashsparkle,320
2571,10
Ghillieboy,20
76561198049957147,4000
76561198068125961,4000
76561198090584628,4000
Asixcsgo,300
Noval7,10
76561198063805272,4000
76561198087889132,4000
76561198067738015,4000
Niceahtnt,240
76561198125204824,4000
1711338513531,4000
Superboyw,4000
Stickofcarrot,4000
Siegfuckinghellmightymongrelmob,240
Asteroidjoe,240
76561198073144122,4000
76561198100376055,4000
Astryx_,4000
Astynaxe,220
76561198049052930,4000
N0t1c3m3s3np41,70
Megamilkfurry,4000
76561198057583546,300
Atomic1244,4000
76561198092457239,4000
76561198083021174,240
76561198074699163,240
76561198065013217,10
76561198076341968,4000
76561198047999919,220
Aubey-is-love-aubey-is-life,4000
76561198021924918,240
76561198053797376,220
Gemaman2,240
76561198090713713,550
Thepratama190,240
76561197972911511,10
Ausben,4000
Ausgrizzly,220
Aussie64,320
Dicko598,240
76561198202814401,4000
Gar3th,320
Duanea85,1300
76561197983254661,220
76561198028298667,220
76561198036767138,4000
76561198083048342,220
Aussiewog,6420
76561198009000573,240
76561198086273978,550
Austar1,240
Australiansenior,4000
17101710,10
76561198062091094,4700
76561198089200630,4000
Kuledude28,70
Notoriousav11,4000
Av28,220
Yourealltrash,105600
76561198089713177,22600
Virtueavatar,220
76561198045392865,22330
Avengersea123,4000
76561198087797763,1250
Keatonisbetterthanyou,320
Owlybastard,4000
76561198095525024,4000
76561198064635236,8190
Avps82,20
76561198091863460,4000
Aweraw,10
76561198076637220,4000
76561198074039991,240
76561198206268733,22300
76561198063477693,240
76561198050868578,300
76561198041124505,220
Heywhydidyoulookup,4000
Awgonin,4000
Awildwightappeared,4000
76561198073607074,4000
Destroyer_551,4000
Axefire123,4000
Axeofchaos,320
Shiftay,4000
Axondelpredator,15700
Ayanpruggerbr,4000
Ayeeeyey,220
Thatguyweallknow,4000
Xvoidxyt,220
76561198043902737,300
Ayzeehawk,91200
Avrixs,1510
76561198071337828,220
76561197970757585,220
76561198083142338,220
76561198090442231,240
Lnwza69,4000
Azives,3910
Commandochou,2620
Azorex,240
76561197996426598,2100
15511551,4000
76561198070869494,3320
76561198048289927,2600
76561198076484277,4000
Azza_oce,4000
76561198065322400,4000
76561198031285814,220
76561198058570607,1200
76561198022736341,240
Fgtagger,240
Azzx,10
A_drunk_chicken,220
76561198081631721,240
Alyboxie,4000
Conjugalmonkeypants,20
Ton105,4000
76561198085151512,20
Brenaldo,4000
76561198064135570,17470
76561198036740385,3920
Bwolf7803,240
Wqert,220
Thegoddamnbatmang,4000
Lescrubmeister,220
1800-ricohut,60
76561197968683994,10
76561198093667210,240
Aciidxwarrior,240
Beadwa,1200
Deathisthecure,240
Dirtyarab911,300
76561198098113275,4000
Thegarageman,240
Crimson_122344,24800
Spectra431,4000
King_rumi,70
76561198070579461,4000
Babymilkers,8930
76561198084489655,290730
76561198083853141,70
Backlash2004,4000
Thatdamnplayer,4000
76561198039957089,240
76561198043630126,220
Spiritofsoup,4000
Povohat,20
76561197973196808,220
Baddddger,70
76561198074960944,400
76561198019283314,240
Baggonewronggonesexual,70
76561198038040494,4000
Alphamone,41500
76561198079341599,240
76561198071327702,4000
76561198081332337,4000
76561197994490118,300
76561198051256635,4000
76561198097310248,49520
Ballig,1900
76561198010374292,240
Fataljester3,4000
Kikkoman56,320
76561198042140281,10
76561198069430137,6420
Balthazaarxd,320
Baltherthesmall,22330
76561198080705195,4000
76561198026864213,13520
76561198040678792,550
81447,4000
Darainthebanana,220
Bananacar,220
Bananachips,4000
76561198011303077,4700
76561198068286130,4000
76561198096631611,4000
76561198018845159,4000
76561198092017642,4000
76561198012039198,10500
76561198034784208,220
Banananananana,2400
Bandishrooms,240
76561198001728748,220
Banditx0r,10
Banjo123,240
Kelvintradingcockcompany,4000
76561197960874012,10
76561198041862806,240
Mrbluesprofile,10
76561198045779770,500
76561198085242286,4000
76561198073955516,10150
76561198066037876,3920
Barbozabrasil,2500
Lichking67,240
Nakkas22,1200
Genocidal_hobo,240
Synkchronization,4000
Barhilo,240
Sightlessraven,240
76561198068976644,220
76561198053887236,34900
76561198092274758,32470
76561198040660567,220
Mastamegakiller,240
Snifflez,220
Baroshi,70
76561198078599697,4000
Smasher6784,10
Nuunnn,4000
76561198096784772,550
76561198013348277,220
Fui312,4000
76561198079169047,4000
Pies4lyfe,4000
76561198044496864,4000
Captain_bateup,4000
76561198033873460,3910
Batmancomp,4000
76561198089787382,4000
76561198044455328,240
45685748567857,4000
Batman4040,4000
76561198069160320,7670
76561198064483957,10500
Whenwewereyoungggg,4000
Baydos,4000
Baysik,240
76561198036037520,240
76561198056570401,240
76561198123465149,4000
76561197983367658,220
76561198076076634,208090
76561198064104672,240
76561198033807930,17470
76561198061650250,3830
76561198025880367,10
Zamyzam,300
Bb_corn,20
Naruhito54,252490
Goodoldjacob,70
76561198027997871,4000
Yourownmax,220
76561198057926017,4000
76561198062500880,220
Hiimjake,1520
76561198098455465,240
76561198061011055,240
Bearmuffins,4000
76561198082939654,4000
Beastadam,240
Nickluvsbacon,4000
76561198071349969,4000
76561198086039782,220
76561198080354888,240
76561198017903548,240
76561198045925707,4000
76561198000149660,240
Beefjerkay,240
Flawlesscow68,4000
76561197968887720,10
76561198070169328,240
76561197963429707,10
76561198027406146,3300
Beer_barron,10
Beepsiren,240
76561198070173081,240
Bieel123,220
76561198064280737,220
Volcanopyre,220
76561198083247739,4000
Shotmum,220
Beltyrael,240
Iamericcartman,4000
Adnan_showers,4000
76561198065009115,240
76561198046863149,240
76561198047421467,240
76561198068951810,4000
76561198064266531,240
Benji2d,220
76561198089755527,240
Infinityhz,240
Bennanaben,4000
Bennaner,70
Benny999,240
Barneybeen,10
76561198043775789,4000
Bennytrev,220
Benjaadarmes123,10
76561198073039037,220
76561198028752090,4000
76561198021147247,400
Bernheim,10
76561198091913914,4000
Wing_iku,10
Berserkdragon,240
76561198025912095,1520
Zacharytabias,300
76561198013922033,4000
76561198094652690,4000
76561198041964530,300
76561197971951483,10
76561198044786019,4000
76561198045540232,220
76561198006150448,4000
76561198045174821,3830
76561198027114566,10
76561198083484293,220
Biatchplz,240
76561198106923993,4000
